ID,SKDK,KUMITATENO,MODEL,INCH,GAUGE,SETU_F,KOSUU,SEISANJI,KUMIKAISHI,KUMIKAISHI_DATE,CAT2,TUKI,KumitatenoLen,TYPE,KUMITATENO_Job,JOB_1_0,JOB_1,JOB_2_0,JOB_2,JOB_3_0,JOB_3,JOB_4_0,JOB_4,JOB_5_0,JOB_5,JOB_6_0,JOB_6,JOB_7_0,JOB_7,JOB_8_0,JOB_8,DENPYONO,jobCode,itemCode,lotCode,parentJobCode,comment,qty,start,suspend,end,time,intStart,intSuspend,intEnd,assignedResInfo,resultQty,resultStart,resultEnd,resultTime,uEST,uLST,uEET,uLET,uTime,uQty,uOverlapFactor,uProductionFactor,status,timeFixedFlag,resFixedFlag,assignFlag,pendingFlag,level,mainResCode,originalQty,originalJobCode,processCode,extension,rsv1,rsv2,rsv3,rsv4,rsv5,rsv6,rsv7,rsv8,rsv9,rsv10
14,DK,L006,OD6B-M-7ES,30.0,32,478-409AA300,1,25114,20251029,2025-10-30 00:00:00,D409,2511,4,478,L006,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000002731,L006:SL1:1,78-405A300        3211,L006,,,1.0,2021-02-12 08:00:00,,2021-02-19 08:40:00,200400.0,,,,"M,FF,0",,,,,,,,,,,,,N,0,0,1,0,1.0,FF,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 08:40:00,200400,,,,,,,
142,SK,L109,M2XC-S3.2DFDRE,32.0,20,87-405EA320,1,25113,20251027,2025-10-28 00:00:00,S405,2511,4,87,L109,,,,,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000004587,L109:SL1:1,87-405EA320       2011,L109,,,1.0,2021-02-16 13:56:00,,2021-02-19 09:45:00,106740.0,,,,"M,AA,0",,,,,,,,,,,,,N,0,0,1,0,1.0,AA,1.0,,SL1,,2021/02/16 13:56:00,2021/02/19 09:45:00,106740,,,,,,,
144,SK,L110,M2XC-S3.2DFDRE,32.0,20,87-405EA320,1,25113,20251027,2025-10-28 00:00:00,S405,2511,4,87,L110,,,,,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000004603,L110:SL1:1,87-405EA320       2011,L110,,,1.0,2021-02-12 08:00:00,,2021-02-16 16:29:00,106740.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/16 16:29:00,106740,,,,,,,
148,SK,L113,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25113,20251027,2025-10-28 00:00:00,S405,2511,4,87,L113,,,,,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000004629,L113:SL1:1,87-405QA320       2811,L113,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
15,DK,L007,OD6B-M-7ES,30.0,32,78-405A300,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L007,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000002767,L007:SL1:1,78-405A300        3211,L007,,,1.0,2021-02-12 08:00:00,,2021-02-19 08:40:00,200400.0,,,,"M,FF,0",,,,,,,,,,,,,N,0,0,1,0,1.0,FF,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 08:40:00,200400,,,,,,,
154,SK,L114,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25113,20251027,2025-10-28 00:00:00,S405,2511,4,87,L114,,,,,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000004665,L114:SL1:1,87-405QA320       2811,L114,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
156,SK,L115,MX-DFFY6,34.0,20,87-405EA340,1,25115,20251104,2025-11-05 00:00:00,S405,2511,4,87,L115,,,,,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000004712,L115:SL1:1,87-405EA340       2011,L115,,,1.0,2021-02-19 09:45:00,,2021-02-24 18:24:00,106740.0,,,,"M,AA,0",,,,,,,,,,,,,N,0,0,1,0,1.0,AA,1.0,,SL1,,2021/02/19 09:45:00,2021/02/24 18:24:00,106740,,,,,,,
16,DK,L007,OD6B-M-7ES,30.0,32,478-409AA300,1,25114,20251029,2025-10-30 00:00:00,D409,2511,4,478,L007,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000002768,L007:SL1:1,78-405A300        3211,L007,,,1.0,2021-02-12 08:00:00,,2021-02-19 08:40:00,200400.0,,,,"M,FF,0",,,,,,,,,,,,,N,0,0,1,0,1.0,FF,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 08:40:00,200400,,,,,,,
160,SK,L116,MX-DFFY6,34.0,20,87-405EA340,1,25115,20251104,2025-11-05 00:00:00,S405,2511,4,87,L116,,,,,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000004743,L116:SL1:1,87-405EA340       2011,L116,,,1.0,2021-02-16 15:01:00,,2021-02-19 10:50:00,106740.0,,,,"M,L,0",,,,,,,,,,,,,N,0,0,1,0,1.0,L,1.0,,SL1,,2021/02/16 15:01:00,2021/02/19 10:50:00,106740,,,,,,,
163,SK,L117,M-SEC7BFY3,30.0,24,816-405FA300,1,25113,20251027,2025-10-28 00:00:00,S405,2511,4,816,L117,,,,,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,2025-10-22 00:00:00,,F000004768,L117:SL1:1,816-405FA300      2411,L117,,,1.0,2021-02-12 08:00:00,,2021-02-19 17:10:00,227400.0,,,,"M,L,0",,,,,,,,,,,,,N,0,0,1,0,1.0,L,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 17:10:00,227400,,,,,,,
