ID,SKDK,KUMITATENO,MODEL,INCH,GAUGE,SETU_F,KOSUU,SEISANJI,KUMIKAISHI,KUMIKAISHI_DATE,CAT2,TUKI,KumitatenoLen,TYPE,KUMITATENO_Job,JOB_1_0,JOB_1,JOB_2_0,JOB_2,JOB_3_0,JOB_3,JOB_4_0,JOB_4,JOB_5_0,JOB_5,JOB_6_0,JOB_6,JOB_7_0,JOB_7,JOB_8_0,JOB_8,DENPYONO
613,DK,K7293,OD6B-M-8ERS,30.0,18,478-409AA30,1,25120,20251203,2025-12-03 00:00:00,D409,2512,5,478,K7293,2025-11-27 00:00:00,,2025-11-27 00:00:00,,2025-11-28 00:00:00,,,,2025-12-01 00:00:00,,2025-12-02 00:00:00,,2025-12-02 00:00:00,,,,F000125918
614,DK,K7294,OD6B-M-8ERS,30.0,18,478-409AA30,1,25120,20251203,2025-12-03 00:00:00,D409,2512,5,478,K7294,2025-11-27 00:00:00,,2025-11-27 00:00:00,,2025-11-28 00:00:00,,,,2025-12-01 00:00:00,,2025-12-02 00:00:00,,2025-12-02 00:00:00,,,,F000125920
615,DK,M036,M-9ME22,34.0,32,478-409AA34,1,25121,20251114,2025-11-17 00:00:00,D409,2512,4,478,M036,2025-11-10 00:00:00,,2025-11-10 00:00:00,,2025-11-11 00:00:00,,,,2025-11-12 00:00:00,,2025-11-13 00:00:00,,2025-11-14 00:00:00,,,,F000125989
616,DK,M037,M-9ME22,34.0,32,478-409AA34,1,25121,20251114,2025-11-17 00:00:00,D409,2512,4,478,M037,2025-11-10 00:00:00,,2025-11-10 00:00:00,,2025-11-11 00:00:00,,,,2025-11-12 00:00:00,,2025-11-13 00:00:00,,2025-11-14 00:00:00,,,,F000126011
617,DK,M039,OD5B-M-SDR,34.0,15,478-409AA34,1,25127,20251208,2025-12-09 00:00:00,D409,2512,4,478,M039,2025-12-03 00:00:00,,2025-12-03 00:00:00,,2025-12-04 00:00:00,,,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,2025-12-08 00:00:00,,,,F000127593
618,DK,M040,OD5B-M-SDR,34.0,15,478-409AA34,1,25127,20251208,2025-12-09 00:00:00,D409,2512,4,478,M040,2025-12-03 00:00:00,,2025-12-03 00:00:00,,2025-12-04 00:00:00,,,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,2025-12-08 00:00:00,,,,F000127616
619,DK,M041,OD5B-M-SDR,34.0,24,478-409AA34,1,25124,20251126,2025-11-27 00:00:00,D409,2512,4,478,M041,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000127353
62,DK,K7211,OD6B-M-8ERS,34.0,16,478-409AA34,1,25100,20251016,2025-10-16 00:00:00,D409,2510,5,478,K7211,2025-10-09 00:00:00,2025-10-03 00:00:00,2025-10-09 00:00:00,2025-10-03 00:00:00,2025-10-10 00:00:00,2025-10-03 00:00:00,,,2025-10-14 00:00:00,2025-10-03 00:00:00,2025-10-15 00:00:00,2025-10-06 00:00:00,2025-10-15 00:00:00,2025-10-06 00:00:00,,,F000125533
620,DK,M042,OD5B-M-SDR,34.0,24,478-409AA34,1,25124,20251126,2025-11-27 00:00:00,D409,2512,4,478,M042,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000127376
621,DK,M043,OD5B-M-SDR,34.0,24,478-409AA34,1,25124,20251126,2025-11-27 00:00:00,D409,2512,4,478,M043,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000127399
622,DK,M044,OD5B-M-SDR,34.0,24,478-409AA34,1,25125,20251201,2025-12-02 00:00:00,D409,2512,4,478,M044,2025-11-26 00:00:00,,2025-11-26 00:00:00,,2025-11-27 00:00:00,,,,2025-11-28 00:00:00,,2025-12-01 00:00:00,,2025-12-01 00:00:00,,,,F000127445
623,DK,M045,OD5B-M-SDR,34.0,24,478-409AA34,1,25125,20251201,2025-12-02 00:00:00,D409,2512,4,478,M045,2025-11-26 00:00:00,,2025-11-26 00:00:00,,2025-11-27 00:00:00,,,,2025-11-28 00:00:00,,2025-12-01 00:00:00,,2025-12-01 00:00:00,,,,F000127468
624,DK,M046,OD5B-M-SDR,34.0,24,478-409AA34,1,25125,20251201,2025-12-02 00:00:00,D409,2512,4,478,M046,2025-11-26 00:00:00,,2025-11-26 00:00:00,,2025-11-27 00:00:00,,,,2025-11-28 00:00:00,,2025-12-01 00:00:00,,2025-12-01 00:00:00,,,,F000127491
625,DK,M047,OD5B-M-SDR,34.0,24,478-409AA34,1,25127,20251208,2025-12-09 00:00:00,D409,2512,4,478,M047,2025-12-03 00:00:00,,2025-12-03 00:00:00,,2025-12-04 00:00:00,,,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,2025-12-08 00:00:00,,,,F000127639
626,DK,M048,OD5B-M-SDR,34.0,24,478-409AA34,1,25127,20251208,2025-12-09 00:00:00,D409,2512,4,478,M048,2025-12-03 00:00:00,,2025-12-03 00:00:00,,2025-12-04 00:00:00,,,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,2025-12-08 00:00:00,,,,F000127662
627,DK,M049,OD5B-M-SDR,34.0,24,478-409AA34,1,25127,20251208,2025-12-09 00:00:00,D409,2512,4,478,M049,2025-12-03 00:00:00,,2025-12-03 00:00:00,,2025-12-04 00:00:00,,,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,2025-12-08 00:00:00,,,,F000127685
628,DK,M050,OD5B-M-SDR,34.0,24,478-409AA34,1,25127,20251208,2025-12-09 00:00:00,D409,2512,4,478,M050,2025-12-03 00:00:00,,2025-12-03 00:00:00,,2025-12-04 00:00:00,,,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,2025-12-08 00:00:00,,,,F000127708
629,DK,M051,OD5B-M-SDR,34.0,24,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M051,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127731
63,DK,K7212,OD6B-M-7ES,34.0,28,478-409AA34,1,25100,20251010,2025-10-10 00:00:00,D409,2510,5,478,K7212,2025-10-06 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-29 00:00:00,2025-10-07 00:00:00,2025-09-29 00:00:00,,,2025-10-08 00:00:00,2025-09-30 00:00:00,2025-10-09 00:00:00,2025-09-30 00:00:00,2025-10-09 00:00:00,2025-10-01 00:00:00,,,F000122919
630,DK,M052,OD5B-M-SDR,34.0,24,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M052,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127754
631,DK,M053,OD5B-M-SDR,34.0,24,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M053,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127777
632,DK,M054,OD5B-M-SDR,34.0,24,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M054,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127800
633,DK,M055,OD5B-M-SDR,34.0,24,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M055,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127823
634,DK,M056,OD5B-M-SDR,34.0,28,478-409AA34,1,25124,20251126,2025-11-27 00:00:00,D409,2512,4,478,M056,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000127422
635,DK,M057,OD5B-M-SDR,34.0,28,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M057,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127846
636,DK,M058,OD5B-M-9ME22,34.0,28,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M058,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127872
637,DK,M059,OD5B-M-9ME22,34.0,28,478-409AA34,1,25128,20251210,2025-12-11 00:00:00,D409,2512,4,478,M059,2025-12-05 00:00:00,,2025-12-05 00:00:00,,2025-12-08 00:00:00,,,,2025-12-09 00:00:00,,2025-12-10 00:00:00,,2025-12-10 00:00:00,,,,F000127895
638,DK,K7295,OD6B-M-8MES,34.0,28,478-409AA34,1,25120,20251210,2025-12-10 00:00:00,D409,2512,5,478,K7295,2025-12-04 00:00:00,,2025-12-04 00:00:00,,2025-12-05 00:00:00,,,,2025-12-08 00:00:00,,2025-12-09 00:00:00,,2025-12-09 00:00:00,,,,F000125922
639,DK,K7296,OD6B-M-8MES,34.0,28,478-409AA34,1,25120,20251210,2025-12-10 00:00:00,D409,2512,5,478,K7296,2025-12-04 00:00:00,,2025-12-04 00:00:00,,2025-12-05 00:00:00,,,,2025-12-08 00:00:00,,2025-12-09 00:00:00,,2025-12-09 00:00:00,,,,F000125924
64,DK,K7213,OD6B-M-7ES,34.0,28,478-409AA34,1,25100,20251010,2025-10-10 00:00:00,D409,2510,5,478,K7213,2025-10-06 00:00:00,2025-09-24 00:00:00,2025-10-06 00:00:00,2025-09-24 00:00:00,2025-10-07 00:00:00,2025-09-25 00:00:00,,,2025-10-08 00:00:00,2025-09-25 00:00:00,2025-10-09 00:00:00,2025-09-26 00:00:00,2025-10-09 00:00:00,2025-09-26 00:00:00,,,F000122921
640,DK,K7297,OD6B-M-8MES,34.0,28,478-409AA34,1,25120,20251210,2025-12-10 00:00:00,D409,2512,5,478,K7297,2025-12-04 00:00:00,,2025-12-04 00:00:00,,2025-12-05 00:00:00,,,,2025-12-08 00:00:00,,2025-12-09 00:00:00,,2025-12-09 00:00:00,,,,F000125926
350,DK,K7284,OD6B-M-8ERS,34.0,18,478-409AA34,1,25110,20251127,2025-11-27 00:00:00,D409,2511,5,478,K7284,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000125888
351,DK,L035,M-6ER42,36.0,16,478-409AA36,1,25112,20251022,2025-10-23 00:00:00,D409,2511,4,478,L035,2025-10-17 00:00:00,2025-10-08 00:00:00,2025-10-17 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,2025-10-09 00:00:00,,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,2025-10-22 00:00:00,,,,F000123806
352,DK,L036,M-6ER42,36.0,16,478-409AA36,1,25112,20251022,2025-10-23 00:00:00,D409,2511,4,478,L036,2025-10-17 00:00:00,2025-10-08 00:00:00,2025-10-17 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,2025-10-10 00:00:00,,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,2025-10-22 00:00:00,,,,F000123814
353,DK,L044,M-SDR,38.0,24,478-409AA38,1,25115,20251104,2025-11-05 00:00:00,D409,2511,4,478,L044,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000125181
354,DK,L045,M-SDR,38.0,24,478-409AA38,1,25115,20251104,2025-11-05 00:00:00,D409,2511,4,478,L045,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000125189
355,DK,K7258,M-SDR,38.0,18,478-409AA38,1,25110,20251113,2025-11-13 00:00:00,D409,2511,5,478,K7258,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125355
356,DK,K7259,M-SDR,38.0,18,478-409AA38,1,25110,20251113,2025-11-13 00:00:00,D409,2511,5,478,K7259,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125357
357,DK,K7239,M-8ME42,30.0,36,478-409EA30,1,25110,20251106,2025-11-06 00:00:00,D409,2511,5,478,K7239,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123822
358,DK,K7240,M-8ME42,30.0,36,478-409EA30,1,25110,20251106,2025-11-06 00:00:00,D409,2511,5,478,K7240,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123824
359,DK,K7241,M-8ME42,30.0,36,478-409EA30,1,25110,20251106,2025-11-06 00:00:00,D409,2511,5,478,K7241,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123826
36,DK,K7200,M-9ME22,30.0,28,478-409AA30,1,25100,20251003,2025-10-03 00:00:00,D409,2510,5,478,K7200,2025-09-29 00:00:00,2025-09-22 00:00:00,2025-09-29 00:00:00,2025-09-24 00:00:00,2025-09-30 00:00:00,2025-09-24 00:00:00,,,2025-10-01 00:00:00,2025-09-25 00:00:00,2025-10-02 00:00:00,2025-09-25 00:00:00,2025-10-02 00:00:00,2025-09-25 00:00:00,,,F000121778
360,DK,K7242,M-8ME42,30.0,36,478-409EA30,1,25110,20251106,2025-11-06 00:00:00,D409,2511,5,478,K7242,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123828
361,DK,K7243,M-8ME42,30.0,36,478-409EA30,1,25110,20251106,2025-11-06 00:00:00,D409,2511,5,478,K7243,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123830
362,DK,K7244,M-8ME42,30.0,36,478-409EA30,1,25110,20251111,2025-11-11 00:00:00,D409,2511,5,478,K7244,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000124057
363,DK,K7245,M-8ME42,30.0,36,478-409EA30,1,25110,20251111,2025-11-11 00:00:00,D409,2511,5,478,K7245,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000124059
364,DK,K7246,M-8ME42,30.0,36,478-409EA30,1,25110,20251111,2025-11-11 00:00:00,D409,2511,5,478,K7246,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000124061
365,DK,K7247,M-8ME42,30.0,36,478-409EA30,1,25110,20251111,2025-11-11 00:00:00,D409,2511,5,478,K7247,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000124063
366,DK,K7248,M-8ME42,30.0,36,478-409EA30,1,25110,20251111,2025-11-11 00:00:00,D409,2511,5,478,K7248,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000124065
367,DK,L048,OD6B-M-FY6S,34.0,18,5211-405AB34,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,5211,L048,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000125389
368,DK,L048,OD6B-M-FY6S,34.0,18,5211-409AA34,1,25115,20251104,2025-11-05 00:00:00,D409,2511,4,5211,L048,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000125390
369,DK,L051,M-LEC7BSH,38.0,20,5540-405AA38,1,25118,20251112,2025-11-13 00:00:00,D405,2511,4,5540,L051,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,2025-11-06 00:00:00,,F000125647
37,DK,K7227,M-6ER22,30.0,22,478-409AA30,1,25100,20251021,2025-10-21 00:00:00,D409,2510,5,478,K7227,2025-10-15 00:00:00,2025-10-08 00:00:00,2025-10-15 00:00:00,2025-10-08 00:00:00,2025-10-16 00:00:00,2025-10-08 00:00:00,,,2025-10-17 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,,2025-10-20 00:00:00,,,,F000122949
370,DK,L052,M-LEC7BSH,38.0,20,5540-405AA38,1,25118,20251112,2025-11-13 00:00:00,D405,2511,4,5540,L052,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,2025-11-06 00:00:00,,F000125677
371,DK,L046,M-LEC4BTFY4,34.0,18,5610-409AA34,1,25116,20251106,2025-11-07 00:00:00,D409,2511,4,5610,L046,2025-10-31 00:00:00,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,2025-11-06 00:00:00,,,,F000125201
372,DK,L047,M-LEC4BTFY4,34.0,18,5610-409AA34,1,25116,20251106,2025-11-07 00:00:00,D409,2511,4,5610,L047,2025-10-31 00:00:00,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,2025-11-06 00:00:00,,,,F000125214
373,DK,L046,M-LEC4BTFY4,34.0,18,6207-405AA34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,6207,L046,2025-10-30 00:00:00,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,2025-11-06 00:00:00,,2025-10-30 00:00:00,,F000125206
374,DK,L047,M-LEC4BTFY4,34.0,18,6207-405AA34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,6207,L047,2025-10-30 00:00:00,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,2025-11-06 00:00:00,,2025-10-30 00:00:00,,F000125219
375,DK,K7250,LEC/2,30.0,24,65-40530,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,65,K7250,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,2025-11-06 00:00:00,,F000124384
38,DK,K7228,M-6ER22,30.0,22,478-409AA30,1,25100,20251021,2025-10-21 00:00:00,D409,2510,5,478,K7228,2025-10-15 00:00:00,2025-10-07 00:00:00,2025-10-15 00:00:00,2025-10-08 00:00:00,2025-10-16 00:00:00,2025-10-08 00:00:00,,,2025-10-17 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,,,,F000122951
39,DK,K7229,M-6ER22,30.0,22,478-409AA30,1,25100,20251021,2025-10-21 00:00:00,D409,2510,5,478,K7229,2025-10-15 00:00:00,2025-10-06 00:00:00,2025-10-15 00:00:00,2025-10-06 00:00:00,2025-10-16 00:00:00,2025-10-07 00:00:00,,,2025-10-17 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,2025-10-08 00:00:00,2025-10-20 00:00:00,2025-10-08 00:00:00,,,F000122953
4,DK,K007,OD6B-M-8ERS,30.0,24,478-409AA30,1,25102,20250918,2025-09-19 00:00:00,D409,2510,4,478,K007,2025-09-12 00:00:00,2025-09-08 00:00:00,2025-09-12 00:00:00,2025-09-08 00:00:00,2025-09-16 00:00:00,2025-09-09 00:00:00,,,2025-09-17 00:00:00,2025-09-16 00:00:00,2025-09-18 00:00:00,2025-09-16 00:00:00,2025-09-18 00:00:00,2025-09-17 00:00:00,,,F000121956
40,DK,K7230,M-6ER22,30.0,22,478-409AA30,1,25100,20251021,2025-10-21 00:00:00,D409,2510,5,478,K7230,2025-10-15 00:00:00,2025-10-07 00:00:00,2025-10-15 00:00:00,2025-10-08 00:00:00,2025-10-16 00:00:00,2025-10-08 00:00:00,,,2025-10-17 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,2025-10-09 00:00:00,2025-10-20 00:00:00,2025-10-10 00:00:00,,,F000122955
41,DK,K7315,M-9ME22,30.0,32,478-409AA30,1,25100,20251003,2025-10-03 00:00:00,D409,2510,5,478,K7315,2025-09-26 00:00:00,2025-09-19 00:00:00,2025-09-26 00:00:00,2025-09-19 00:00:00,2025-09-29 00:00:00,2025-09-22 00:00:00,,,2025-09-30 00:00:00,2025-09-22 00:00:00,2025-10-01 00:00:00,2025-09-24 00:00:00,2025-10-02 00:00:00,2025-09-24 00:00:00,,,F000127266
42,DK,K7316,M-9ME22,30.0,32,478-409AA30,1,25100,20251003,2025-10-03 00:00:00,D409,2510,5,478,K7316,2025-09-26 00:00:00,2025-09-19 00:00:00,2025-09-26 00:00:00,2025-09-19 00:00:00,2025-09-29 00:00:00,2025-09-22 00:00:00,,,2025-09-30 00:00:00,2025-09-22 00:00:00,2025-10-01 00:00:00,2025-09-22 00:00:00,2025-10-02 00:00:00,2025-09-24 00:00:00,,,F000127268
43,DK,K024,OD6B-M-8ERS,34.0,24,478-409AA34,1,25106,20251006,2025-10-07 00:00:00,D409,2510,4,478,K024,2025-10-01 00:00:00,2025-09-22 00:00:00,2025-10-01 00:00:00,2025-09-24 00:00:00,2025-10-02 00:00:00,2025-09-24 00:00:00,,,2025-10-03 00:00:00,2025-09-25 00:00:00,2025-10-06 00:00:00,2025-09-25 00:00:00,2025-10-06 00:00:00,2025-09-26 00:00:00,,,F000122612
438,DK,L001,OD6B-M-7ES,30.0,32,78-405A30,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L001,2025-10-16 00:00:00,2025-10-08 00:00:00,2025-10-16 00:00:00,2025-10-09 00:00:00,2025-10-17 00:00:00,2025-10-09 00:00:00,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000123658
439,DK,L002,OD6B-M-7ES,30.0,32,78-405A30,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L002,2025-10-16 00:00:00,2025-10-08 00:00:00,2025-10-16 00:00:00,2025-10-09 00:00:00,2025-10-17 00:00:00,2025-10-10 00:00:00,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000123688
44,DK,K025,OD6B-M-8ERS,34.0,24,478-409AA34,1,25106,20251006,2025-10-07 00:00:00,D409,2510,4,478,K025,2025-10-01 00:00:00,2025-09-24 00:00:00,2025-10-01 00:00:00,2025-09-25 00:00:00,2025-10-02 00:00:00,2025-09-25 00:00:00,,,2025-10-03 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-29 00:00:00,,,F000122642
440,DK,L003,OD6B-M-7ES,30.0,32,78-405A30,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L003,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000123718
441,DK,L004,OD6B-M-7ES,30.0,32,78-405A30,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L004,2025-10-16 00:00:00,2025-10-09 00:00:00,2025-10-16 00:00:00,2025-10-10 00:00:00,2025-10-17 00:00:00,,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000123748
442,DK,L005,OD6B-M-7ES,30.0,32,78-405A30,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L005,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000123778
443,DK,L006,OD6B-M-7ES,30.0,32,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L006,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000124069
444,DK,L007,OD6B-M-7ES,30.0,32,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L007,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000124099
445,DK,L008,OD6B-M-7ES,30.0,32,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L008,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000124129
446,DK,L009,OD6B-M-7ES,30.0,32,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L009,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000124159
447,DK,L010,OD6B-M-7ES,30.0,32,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L010,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000124189
448,DK,L021,OD6B-M-8ERS,30.0,28,78-405A30,1,25113,20251027,2025-10-28 00:00:00,D405,2511,4,78,L021,2025-10-22 00:00:00,,2025-10-22 00:00:00,,2025-10-23 00:00:00,,,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000123837
449,DK,L022,OD6B-M-8ERS,30.0,28,78-405A30,1,25113,20251027,2025-10-28 00:00:00,D405,2511,4,78,L022,2025-10-22 00:00:00,,2025-10-22 00:00:00,,2025-10-23 00:00:00,,,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000123867
