HMCD,BUCD,SRCD,UNIT,VALDTF,VALQTY,PRICE,NOTE,SYOKAIHINKBN
KF20-05003BA,100,3069,PC,2021/03/01,0.0,187.0,,1
KF20-05404BA,100,3724,PC,2017/11/29,0.0,500.0,,1
KF20-06001AA2200,100,3142,PC,2025/07/17,0.0,9780.0,,1
KF20-06001AA2300,100,3142,PC,2025/08/18,0.0,9790.0,,1
KF20-08003AA0930,100,3993,PC,2024/10/10,0.0,1919.0,,1
KF20-08301AA0930,100,3142,PC,2020/11/25,0.0,2400.0,,1
KF20-08301AB0930,100,3142,PC,2020/12/22,0.0,3080.0,,1
KF20-08301AC0800,100,3142,PC,2021/07/01,0.0,2550.0,,1
KF20-08301AD0800,100,3142,PC,2023/10/25,0.0,2190.0,,1
KF20-08301AD1333,100,3142,PC,2024/02/16,0.0,4760.0,,1
KF20-08301BA0930,100,3142,PC,2020/11/25,0.0,2400.0,,1
KF20-08301BB0930,100,3142,PC,2020/12/22,0.0,2820.0,,1
KF20-08301BC0800,100,3142,PC,2021/07/01,0.0,2860.0,,1
KF20-08301BD0800,100,3142,PC,2023/10/25,0.0,2450.0,,1
KF20-08301BD1333,100,3142,PC,2024/02/16,0.0,5060.0,,1
KF20-08304AC,100,3418,PC,2022/08/22,0.0,2220.0,,1
KF20-08503AA0800,100,3069,PC,2021/09/02,0.0,4248.0,,1
KF20-08503AB0800,100,3733,PC,2022/06/21,20.0,17000.0,,1
KF22-002EA,100,,PC,,0.0,0.0,,1
KF22-002FA,100,,PC,,0.0,0.0,,1
KF43-00101AA,100,PT,PC,2013/06/01,0.0,1000.0,,1
KF43-00102AA,100,3135,PC,2013/06/01,0.0,106500.0,,1
KF43-00103AA,100,3135,PC,2013/06/01,0.0,44000.0,,1
KF43-00104AA,100,3135,PC,2013/06/01,0.0,25000.0,,1
KF43-00201AA,100,3135,PC,2013/06/01,0.0,205000.0,,1
KF43-00202AA,100,3135,PC,2013/06/01,0.0,115000.0,,1
KF44-00202AA,100,3069,PC,2021/09/02,0.0,1041.0,,1
KF44-00204AA,100,3069,PC,2021/09/02,0.0,677.0,,1
KF44-00604AA,100,2970,PC,2013/06/01,0.0,51771.0,,1
KF46-00301AA,100,,PC,,0.0,0.0,,1
