HMCD,SEQ,KTSEQ,KTCD,SRCD,SGNCD,DDTIME,SGTIME,LDTIME,SRPRICE,CSBCD,SUPCLSCD,SUPCD,RCVTSTKBN,RCVCHKKBN,INSTID,INSTDT,UPDTID,UPDTDT
1051-12A01CA38,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
1051-12T1238,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
106-12A01BA20,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
11-206,1,10,PL,無し,仮,0,0,75,0,10,,,2,2,,,,
11-206A,1,10,M,3253,仮,0,0,65,0,10,,,2,2,,,,
11-206A,2,20,HT,3653,仮,0,0,65,0,10,,,2,2,,,,
11-206B,1,10,M,3253,仮,0,0,25,0,10,,,2,2,,,,
11-206B,2,20,HT,3653,仮,0,0,25,0,10,,,2,2,,,,
11-206C,1,10,M,3253,仮,0,0,25,0,10,,,2,2,,,,
11-206C,2,20,HT,3653,仮,0,0,25,0,10,,,2,2,,,,
11-206D,1,10,M,3253,仮,0,0,0,0,10,,,2,2,,,,
11-206D,2,20,HT,3653,仮,0,0,0,0,10,,,2,2,,,,
11-206E,1,10,M,3253,仮,0,0,65,0,10,,,2,2,,,,
11-206E,2,20,HT,3653,仮,0,0,65,0,10,,,2,2,,,,
11-206F,1,10,M,3253,仮,0,0,65,0,10,,,2,2,,,,
11-206F,2,20,HT,3653,仮,0,0,65,0,10,,,2,2,,,,
11-206G,1,10,M,3253,仮,0,0,65,0,10,,,2,2,,,,
11-206G,2,20,HT,3653,仮,0,0,65,0,10,,,2,2,,,,
11-206H,1,10,M,3253,仮,0,0,65,0,10,,,2,2,,,,
11-206H,2,20,HT,3653,仮,0,0,65,0,10,,,2,2,,,,
11-206J,1,10,M,3253,仮,0,0,65,0,10,,,2,2,,,,
11-206J,2,20,HT,3653,仮,0,0,65,0,10,,,2,2,,,,
110-444,1,10,PL,1973,仮,0,0,5,0,10,,,2,2,,,,
110-453-30,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
110-453-38,1,10,PA,1515,仮,0,0,20,0,10,,,2,2,,,,
110-710,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
115-120BA38,1,10,PA,無し,仮,0,0,15,0,10,,,2,2,,,,
115-203-1,1,10,AO（無）,3994,仮,0,0,75,0,10,,,2,2,,,,
115-206AA1333,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
115-206AA1531,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
115-208AA1333,1,10,PL,無し,仮,0,0,75,0,10,,,2,2,,,,
115-227AA,1,10,PA,無し,仮,0,0,75,0,10,,,2,2,,,,
115-228AA,1,10,PA,無し,仮,0,0,75,0,10,,,2,2,,,,
115-232AA,1,10,PL,無し,仮,0,0,20,0,10,,,2,2,,,,
115-232BA,1,10,PL,無し,仮,0,0,20,0,10,,,2,2,,,,
115-232CA,1,10,PL,無し,仮,0,0,20,0,10,,,2,2,,,,
115-444BB,1,10,MC,3399,仮,0,0,0,0,10,,,2,2,,,,
115-444BB,2,20,PA,3399,仮,0,0,0,0,10,,,2,2,,,,
115-444CA,1,10,MC,3399,仮,0,0,0,0,10,,,2,2,,,,
115-444CA,2,20,PA,3399,仮,0,0,0,0,10,,,2,2,,,,
115-444DA,1,10,MC,3399,仮,0,0,0,0,10,,,2,2,,,,
115-444DA,2,20,PA,3399,仮,0,0,0,0,10,,,2,2,,,,
1151-12T0107,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1151-201AA-B,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1151-201AA-B,2,20,MC,3737,仮,0,0,75,0,10,,,2,2,,,,
1151-202AA-B,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1151-202AA-B,2,20,MC,3737,仮,0,0,75,0,10,,,2,2,,,,
1151-220AA0280,1,10,AO（無）,3994,仮,0,0,75,0,10,,,2,2,,,,
1151-220BA0280,1,10,AO（無）,3994,仮,0,0,75,0,10,,,2,2,,,,
1151-307AA48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1151-307AB48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1151-307BA48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1151-307BB48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1151-307CA48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1151-444AA,1,10,PA,1515,仮,0,0,75,0,10,,,2,2,,,,
1151-444CA,1,10,PA,1515,仮,0,0,25,0,10,,,2,2,,,,
1151-448AA,1,10,L,3994,仮,0,0,75,0,10,,,2,2,,,,
1151-448AA,2,20,PL,3861,仮,0,0,75,0,10,,,2,2,,,,
1155-104AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1155-104BA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1155-105AA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105AA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105AA48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105AA48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105AAL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105AAL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105AAL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105AAL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105AB48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105AB48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105ABL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105ABL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105BA48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105BA48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105BAL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105BAL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105BAL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105BAL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105BB48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105BB48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105BBL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105BBL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CA48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CA48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CAL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CAL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CAL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CAL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CB48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CB48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CBL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CBL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CC48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CC48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105CCL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105CCL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DA48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DA48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DAL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DAL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DAL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DAL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DB48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DB48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DBL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DBL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DC48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DC48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-105DCL48,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1155-105DCL48,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-131BA,1,10,PA,無し,仮,0,0,10,0,10,,,2,2,,,,
1155-131BB,1,10,PA,無し,仮,0,0,20,0,10,,,2,2,,,,
1155-201AA1900,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1155-201AA1900,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1155-202AA1900,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1155-202AA1900,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1155-202BA1900,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1155-202BA1900,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1155-206AA1900,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1155-211AA,1,10,PA,無し,仮,0,0,23,0,10,,,2,2,,,,
1155-211BA,1,10,PA,無し,仮,0,0,5,0,10,,,2,2,,,,
1155-220AA1900,1,10,PA,CA,仮,0,0,75,0,10,,,2,2,,,,
1155-232AA1900,1,10,PA,3994,仮,0,0,75,0,10,,,2,2,,,,
1155-233AA,1,10,PA,3399,仮,0,0,0,0,10,,,2,2,,,,
1155-307AA48,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1155-307AB48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-307BA48,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1155-307BB48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-307CA48,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1155-307CB48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-307DA48,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1155-307DB48,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1155-444AA,1,10,PA,1515,仮,0,0,30,0,10,,,2,2,,,,
1155-444BA,1,10,PA,1515,仮,0,0,30,0,10,,,2,2,,,,
12-201DB1133,1,10,L,無し,仮,0,0,40,0,10,,,2,2,,,,
12-201DB1133,2,20,AO（無）,無し,仮,0,0,40,0,10,,,2,2,,,,
12-201E-1133,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
12-201E-1133,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
12-201K1133,1,10,L,3254,仮,0,0,40,0,10,,,2,2,,,,
12-201K1133,2,20,AO（無）,3070,仮,0,0,40,0,10,,,2,2,,,,
12-201K1353,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
12-201K1353,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
12-201L1133,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
12-201L1133,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
12-201L1353,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
12-201L1353,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
12-201L1353J,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
12-201L1353J,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
12-201L1353S,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
12-201L1353S,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
12-205JS,1,10,MC,3399,仮,0,0,23,0,10,,,2,2,,,,
12-206D,1,10,MC,3523,仮,0,0,0,0,10,,,2,2,,,,
12-206D,2,20,PA,3399,仮,0,0,0,0,10,,,2,2,,,,
12-210,1,10,HT,3724,仮,0,0,0,0,10,,,2,2,,,,
12-218JS,1,10,MC,3399,仮,0,0,23,0,10,,,2,2,,,,
12-219C,1,10,MC,3523,仮,0,0,0,0,10,,,2,2,,,,
12-219C,2,20,PA,3399,仮,0,0,0,0,10,,,2,2,,,,
12-222A,1,10,HT,3653,仮,0,0,75,0,10,,,2,2,,,,
12-222B,1,10,HT,3653,仮,0,0,30,0,10,,,2,2,,,,
12-224C,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
12-230,1,10,HT,3653,仮,0,0,75,0,10,,,2,2,,,,
12-231,1,10,PL,無し,仮,0,0,75,0,10,,,2,2,,,,
12-231C,1,10,HT,3653,仮,0,0,75,0,10,,,2,2,,,,
12-319L,1,10,MC,無し,仮,0,0,20,0,10,,,2,2,,,,
12-328G-1,1,10,PL,1973,仮,0,0,15,0,10,,,2,2,,,,
12-328G-2,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
12-347,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
12-347B,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
12-347D,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
12-420FB,1,10,PA,1515,仮,0,0,27,0,10,,,2,2,,,,
120-420CA,1,10,PA,3861,仮,0,0,0,0,10,,,2,2,,,,
120-451BA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
1231-12A03CA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1231-12A04AA30,1,10,PA,3406,仮,0,0,24,0,10,,,2,2,,,,
1231-12A04BA30,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
1231-12A05AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1231-12A05DA30,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
12A-105EAL38,1,10,AO（無）,9999,仮,0,0,0,0,10,,,2,2,,,,
12A-105EAL38,2,20,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
12Q-411BA32-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411BA36-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411BA40-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411BAB42-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411FB38-1,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411FB38-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411GA31-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411MB31-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
12Q-411NB31-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
13-365BA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
13-365BB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
13-450,1,10,PA,3861,仮,0,0,0,0,10,,,2,2,,,,
13-455,1,10,PA,1515,仮,0,0,20,0,10,,,2,2,,,,
13-456B,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
13-458A,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
13-458B,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
130-202AA0670,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
130-202AA0670,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
130-305DA,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
130-309AA,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
130-312AA,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
131-106AA,1,10,PA,3406,仮,0,0,20,0,10,,,2,2,,,,
131-111AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-112AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-113AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-114AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-115AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-116AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-117AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-118AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-119AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-120AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-121AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-122AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-123AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-124AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-125AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-126AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-126BA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-127AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-127BA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-127CA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-127DA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-128AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-128BA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-129AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-130AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-130BA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-131AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-131BA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-132AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
131-701AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1331-105-8AW30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-8BW30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-8CW30,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-8CW38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-8DW30,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-8DW38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9ABW30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9ABW38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9AW30,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9AW38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9BBW30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9BBW38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9BW30,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9BW38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9DW30,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9DW38,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9GA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9GA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9HA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9HA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9JA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9JA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9KA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9KA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9LA38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9MA38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9NA38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9PA38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9QA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9RA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9SA38,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-105-9TA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-108AA,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
1331-125AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1331-127AA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1331-127CA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1331-127CB,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-127CC,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1331-127DA,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1331-12A01AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01CA38,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01CB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01DA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01DB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01DB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01DC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01EA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A01EA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A02AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A02BA30,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
1331-12A02BA38,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11BA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11BA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11BB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11BB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11BC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11BC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11CA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11CA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11DA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A11EA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A21AA30,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-12A21AA30SE,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1331-12A21AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A22AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A23AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-12A23AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1331-201EA2200,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201EA2200,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201EA2650,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201EA2650,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201GA2500-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201GA2500-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2200,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2200,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2500,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2500,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2650,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2650,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2900,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201HA2900,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2200-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2200-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2200S-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2200S-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2500-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2500-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2500S-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2500S-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2500T-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2500T-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2650-1,1,10,L,3254,仮,0,0,75,0,10,,,2,2,,,,
1331-201JA2650-1,2,20,AO（無）,3070,仮,0,0,75,0,10,,,2,2,,,,
1331-201KA2200,1,10,L,3254,仮,0,0,40,0,10,,,2,2,,,,
1331-201KA2200,2,20,AO（無）,3070,仮,0,0,40,0,10,,,2,2,,,,
1331-201KA2300,1,10,L,3254,仮,0,0,40,0,10,,,2,2,,,,
1331-201KA2300,2,20,AO（無）,3070,仮,0,0,40,0,10,,,2,2,,,,
1331-201KA2500,1,10,L,3254,仮,0,0,40,0,10,,,2,2,,,,
1331-201KA2500,2,20,AO（無）,3070,仮,0,0,40,0,10,,,2,2,,,,
