HMCD,SEQ,KTSEQ,KTCD,SRCD,SGNCD,DDTIME,SGTIME,LDTIME,SRPRICE,CSBCD,SUPCLSCD,SUPCD,RCVTSTKBN,RCVCHKKBN,INSTID,INSTDT,UPDTID,UPDTDT
1631-105AC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ACM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105AD30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105AD30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105AD38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105AD38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ADM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BAL30,1,10,AO（無）,1592,仮,0,0,10,0,10,,,2,2,,,,
1631-105BAL30,2,20,PA,3406,仮,0,0,10,0,10,,,2,2,,,,
1631-105BAL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BAL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BAM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BAM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BB30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BBL30,1,10,AO（無）,1592,仮,0,0,10,0,10,,,2,2,,,,
1631-105BBL30,2,20,PA,3406,仮,0,0,10,0,10,,,2,2,,,,
1631-105BBL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BBL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BBM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BBM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BBM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BBM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BC38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105BCM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CB30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CBM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CC38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CCM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CD30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CD30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CD38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CD38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105CDM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DA38,2,20,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1631-105DAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DAL38,1,10,AO（無）,1592,仮,0,0,10,0,10,,,2,2,,,,
1631-105DAL38,2,20,PA,3406,仮,0,0,10,0,10,,,2,2,,,,
1631-105DAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DB30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DBM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DC38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DCL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DCL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DCL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DCL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105DCM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105DCM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EA38,2,20,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
1631-105EAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EAL38,1,10,AO（無）,1592,仮,0,0,10,0,10,,,2,2,,,,
1631-105EAL38,2,20,PA,3406,仮,0,0,10,0,10,,,2,2,,,,
1631-105EAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EB30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EBM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105EC38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105EC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ECL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ECL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ECL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ECL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105ECM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105ECM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FB30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FBM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FC38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FCL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FCL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FCL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FCL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FCM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FCM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FD30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FD30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FD38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FD38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FDL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FDL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FDL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FDL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105FDM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105FDM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GB30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GBM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GC38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GC38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GCL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GCL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GCL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GCL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GCM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GCM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GD30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GD30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GD38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GD38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GDL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GDL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GDL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GDL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105GDM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105GDM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HAM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HAM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HC30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HC30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HD30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HE30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HE30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HGL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HGL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HH30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HH30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HJ30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HK30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HK30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105HLL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105HLL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105JAM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105JAM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105KAM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105KAM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105LAM30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105LAM30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105MA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105MA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105MA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105MA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105NA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105NA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105NA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105NA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105PAL24,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105PAL24,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105QAL24,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105QAL24,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105RAL24,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105RAL24,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105SAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105SAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105TAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105TAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-105UAL30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
1631-105UAL30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-106AA-1A,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-106AA-2A,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-106AA-3A,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-108AA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-120AA30,1,10,PA,3406,仮,0,0,40,0,10,,,2,2,,,,
1631-120AA38,1,10,PA,3406,仮,0,0,40,0,10,,,2,2,,,,
1631-120BA30,1,10,PA,3406,仮,0,0,40,0,10,,,2,2,,,,
1631-120BA38,1,10,PA,3406,仮,0,0,40,0,10,,,2,2,,,,
1631-129AA0500,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1631-129AA0789,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1631-129AA0955,1,10,PA,3406,仮,0,0,30,0,10,,,2,2,,,,
1631-141BA,1,10,PA,1515,仮,0,0,15,0,10,,,2,2,,,,
1631-307AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
1631-307BA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307CB,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307CC,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307CC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307CC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307CD30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307CD38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307DA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307EA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307EB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307EB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307EC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307EC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307FA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
1631-307GA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
