,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,,,,,,,,
I,6111-502ZA30,1,1,L1-5517-502AA30,1,1,MA-5517-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220830,岩下,,新規部品対応,,,,,,,,
I,SPL-2843-13801KA,1,1,MA-K-13801KA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20241122,,,CMR-24174,,,,,,,,
I,5181-502AA16,1,1,L1-59-502B16,1,1,MA-59-502B16,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,5181-601AA16,1,1,LA-1751-601AA16-L2,1,1,L1-1751-601AA16,1,1,MA-1751-601AA16,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,5181-641AA16,1,1,L2-5181-641AA16,1,4,L1-720-65215-DRUM,1,1,MA-720-65215-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,ヤマグチ４個取れる為、3⇒4個変更,,,,,,
I,5181-602AA16,1,1,MA-RH-0031A-06E,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,5181-602BA16,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,5181-602GA16,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,B336-602CA30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,B336-602CA33,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,B336-602CA34,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,B336-602CA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
I,B336-602CA38,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
H,5181-405AA180,1,1,L1-57-40518-S,1,1,MA-57-40518-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220906,,,新規部品対応,,,,,,,,
H,5181-405AA210,1,1,L1-57-40521-S,1,1,MA-57-40521-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220906,,,新規部品対応,,,,,,,,
H,5181-409AA180,1,1,L1-59-40918-S,1,1,MA-59-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220906,,,新規部品対応,,,,,,,,
H,5181-409AA210,1,1,L1-59-40921-S,1,1,MA-59-40921-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220906,,,新規部品対応,,,,,,,,
I,5181-601AA15,1,1,LA-1751-601AA15-L2,1,1,L1-1751-601AA15,1,1,MA-1751-601AA15,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,1751-401CA24,1,1,LA-1751-401CA24-D,1,1,L1-1751-401CA24,1,1,MA-1751-401CA24,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,1731-406DA13,1,1,MC-1731-406DA13,1,1,MA-1731-406DA13,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,1731-406DA14,1,1,LA-1731-406DA14-MC,1,1,LA-1731-406DA14-D,1,1,L1-1731-406DA14,1,1,MA-1731-406DA14,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,住元,20251226,工程追加,,,,,,,,
I,5181-501AA15,1,1,L1-1751-501CA15,1,1,MA-1751-501AA15,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,5181-502AA15,1,1,L1-59-502B15,1,1,MA-59-502B15,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,5181-641AA15,1,1,L2-5181-641AA15,1,4,L1-720-65214-DRUM,1,1,MA-720-65214-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,1155-403AB48,1,1,L1-1155-403AA48,1,1,MA-1155-403AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,,,新規部品対応,,,,,,,,
I,3239-502AB30,1,1,PL-3239-502AB30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220909,岩下,20240216,メッキ工程追加,,,,,,,,
I,5181-602GA15,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220912,,,新規部品対応,,,,,,,,
I,5181-602AA15,1,1,MA-RH-0031A-06E,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220912,,,新規部品対応,,,,,,,,
I,1831-501CB34,1,1,LA-1831-501BA34-DF,1,1,L1-1831-501BA34,1,1,MA-1831-501BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221004,岩下,20240321,オブリにＲ加工登録無し、現品票の登録はCB34は間違い、BA34が正しい,,,,,,,,
I,3139-652CA32,1,4,L1-720-65232-DRUM,1,1,MA-720-65232-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221004,,,新規部品対応,,,,,,,,
I,5165-502EA36,1,1,PL-5165-502EA36,1,1,L1-474-502AA36,1,1,MA-474-502AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221004,岩下,20240216,メッキ工程追加,,,,,,,,
I,3145-502BB34,1,1,PL-3145-502BB34,1,1,L1-3153-502AC34,1,1,MA-3153-502AC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221004,岩下,20240216,メッキ工程追加,,,,,,,,
I,3139-601FA32,1,1,PL-3139-601FA32,19,1,MA-RV-0173,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221004,岩下,20240822,メッキ工程追加,,,,,,,,
I,5546-502BB38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,600-652BA34,1,4,L1-720-65234-DRUM,1,1,MA-720-65234-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,,新規部品対応,,,,,,,,
I,TS-5486KA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,TS-5486LA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,TS-5486MA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,TS-5486NA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,3559-601AA34,1,1,L1-3557-601AA34,1,1,MA-3557-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,,新規部品対応,,,,,,,,
I,5546-502CB38,1,1,MC-RH-0207D-01AA50,1,52,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,5546-502CC38,1,1,MC-RH-0207D-01AA50,1,52,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,5546-502EB38,1,1,PL-5546-502EB38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,岩下,20240216,メッキ工程追加,,,,,,,,
I,603-601GA34,1,1,PL-603-601GA34,18,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221014,岩下,20240822,メッキ工程追加,,,,,,,,
I,3558-502AA34,1,1,L1-954-50234,1,1,MA-954-50234,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221024,,,新規部品対応,,,,,,,,
I,3558-601AA34,1,1,L1-3557-601AA34,1,1,MA-3557-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221024,,,新規部品対応,,,,,,,,
I,3147-502MA34,1,1,PL-3147-502MA34,1,1,L1-582-502AA34,1,1,MA-582-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221024,岩下,20240216,メッキ工程追加,,,,,,,,
I,631-60126,1,1,L1-631-60126,1,1,MA-631-60126,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221026,,,新規部品対応,,,,,,,,
I,TS-5486AA16,1,1,PL-TS-5486AA16,1,1,L1-TS-5486AA16,1,1,MA-954-50216,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221026,岩下,20240216,メッキ工程追加,,,,,,,,
H,810-410DA160,1,3,LC-810-410CA16-S,1,1,MA-810-410CA16-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221028,,,新規部品対応,,,,,,,,
H,960-409BA160,1,1,L1-960-409AA16-S,1,4,MA-740-40916-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221028,,,新規部品対応,,,,,,,,
H,TS-5487BA16,1,1,L1-TS-5487BA16-S,1,1,MA-TS-5487BA16-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221028,,,新規部品対応,,,,,,,,
I,5546-502AB38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221101,,,新規部品対応,,,,,,,,
I,5546-502GA38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221104,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,3652-501BC30,1,1,LA-3636-501BD30-DF,1,1,L1-3636-501BD30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221104,,,新規部品対応,,,,,,,,
I,3652-502EA30,1,1,L1-954-50230,1,1,MA-954-50230,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221104,,,新規部品対応,,,,,,,,
I,479-502AB34,1,1,L1-474-502AA34,1,1,MA-474-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221104,,,新規部品対応,,,,,,,,
I,5546-502BC38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221108,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,5546-502DC38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221108,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,5546-502FA38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221108,,20221219,棒状素材の為、MAのサイズを削除。MAとＭＣの比率を追加　設計確認完成部番とMCの比率は1：1,,,,,,,,
I,12Q-411FB36,1,1,LA-12Q-411FA36-MC,1,1,LA-12Q-411FA36-L2,1,1,L1-12Q-411FA36,1,1,MA-12Q-411FA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221109,,,新規部品対応,,,,,,,,
I,TS-5469FA38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221110,,,新規部品対応,,,,,,,,
H,279-409ZA330,1,1,L1-79-409B33-S,1,1,MA-79-409B33-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221111,,,新規部品対応,,,,,,,,
I,5517-501BA36,1,1,LA-5500-501EB36-DF,1,1,L1-5500-501EB36,1,1,MA-5500-501EB36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221122,,,新規部品対応,,,,,,,,
I,5517-501CA36,1,1,LA-5529-501CA36-DF,1,1,L1-5529-501CA36,1,1,MA-5529-501CA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221122,,,新規部品対応,,,,,,,,
I,5517-641AA36,1,4,L1-485-641BA36-DRUM,1,1,MA-485-641BA36-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221122,岩下,20230421,3個取りから4個取りへ変更（番場氏確認）,,,,,,,,
I,6104-502AA36,1,1,L1-5517-502AA36,1,1,MA-5517-502AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221122,,,新規部品対応,,,,,,,,
H,6104-409AA360,1,1,L1-5516-409AA36-S,1,1,MA-5516-409AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221124,,,新規部品対応,,,,,,,,
H,274-405AB360,1,1,L1-335-405AA36-S,1,1,MA-335-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221124,,,新規部品対応,,,,,,,,
I,6104-601AA36,1,1,LA-6104-601AA36-L2,1,1,L1-6104-601AA36,1,1,MA-6104-601AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221124,,,新規部品対応,,,,,,,,
I,3922-502JA32,1,1,L1-3922-502AC32,1,1,MA-600-502AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221124,,,新規部品対応,,,,,,,,
I,3922-601EA32,1,1,L1-748-601AA32,1,2,MA-631-60132-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221124,岩下,20240904,MA⇒DRUM変更　MA-748-601AA32⇒MA-631-60132-DRUM,,,,,,,,
H,41-405H340,1,1,L1-57-40534-S,1,1,MA-57-40534-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221207,,,新規部品対応,,,,,,,,
H,73-409D340,1,1,L1-57-40934-S,1,1,MA-57-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20221207,,,新規部品対応,,,,,,,,
I,6104-602AA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221207,,,新規部品対応,,,,,,,,
I,6104-602CA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221207,,,新規部品対応,,,,,,,,
I,6104-602DA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221207,,,新規部品対応,,,,,,,,
I,6104-602EA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221207,,,新規部品対応,,,,,,,,
I,6104-606AA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221215,,,新規部品対応,,,,,,,,
I,600-502BA30,1,1,PL-600-502BA30,1,1,L1-600-502AA30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221220,岩下,20240216,メッキ工程追加,,,,,,,,
I,TS-5504AA19,1,1,L1-5546-502AA19,1,1,MA-5521-502AB19,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221223,,,新規部品対応,,,,,,,,
I,5530-502EA34,1,1,L1-5517-502AA34,1,1,MA-5517-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20221228,,,新規部品対応,,,,,,,,
I,3538-502ZA34,1,1,L1-954-50234,1,1,MA-954-50234,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230105,,,新規部品対応,,,,,,,,
I,5545-502GC30,1,1,MC-RH-0207D-01AA30,1,81,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230125,,,新規部品対応,,,,,,,,
I,5545-502BC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230125,,,新規部品対応,,,,,,,,
I,5545-502CC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230125,,,新規部品対応,,,,,,,,
I,5545-502DC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230125,,,新規部品対応,,,,,,,,
I,5545-502JC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230125,,,新規部品対応,,,,,,,,
I,5545-502LB30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230125,,,新規部品対応,,,,,,,,
I,3154-608AB18,1,1,L1-603-608AA18,1,4,MA-603-608AA18-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230127,岩下,20241113,L2-603-608AA18トミナガ加工不可の為、工程削除   MA-603-608AA18⇒MA-603-608AA18-DRUMに変更  比率1⇒4に変更,,,,,,,,
I,3154-652AB18,1,1,L2-3151-652AB18,1,4,L1-720-65218-DRUM,1,1,MA-720-65218-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230127,岩下,2024114, 20230206 Ｌ2工程削除　5⇒4個取りに変更　　L2工程追加,,,,,,,,
I,SPL-2843-406AA38,1,1,LA-SPL-2843-406AA38-MC,1,1,LA-SPL-2843-406AA38-D,1,1,L1-SPL-2843-406AA38,1,1,MA-2843-406AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,住元,20250509,,,新規部品対応,,,,,,,,
I,SPL-2843-411BB38,1,1,LA-SPL-2843-411BB38-MC,1,1,LA-SPL-2843-411BB38-L2,1,1,L1-SPL-2843-411BB38,1,1,MA-SPL-2843-411BB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20250128,,,新ＤＫフレーム,,,,,,,,
I,3154-601EA20,1,1,L1-3154-601AA20,1,1,MA-3154-601AA20,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230130,,,新規部品対応,,,,,,,,
I,3154-608AA20,1,1,L1-3154-608AA20,1,4,MA-3154-608AA20-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230130,,,20230803 素材ドラム変更,,,,,,,,
I,479-502AB36,1,1,L1-474-502AA36,1,1,MA-474-502AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230213,岩下,20240308,メッキ工程追加削除（実運用メッキなしの為）天羽氏確認,,,,,,,,
I,161-403CB30,1,1,MC-161-403CA30,1,1,L1-161-403CA30,1,1,MA-161-403CA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230213,岩下,20230330,DF-161-403CA30（ネームプレート用穴加工）工程廃止、ベッドに取り付け（社内穴あけ加工）,,,,,,,,
I,161-403CB38,1,1,MC-161-403CA38,1,1,L1-161-403CA38,1,1,MA-161-403CA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230213,岩下,20230330,DF-161-403CA38（ネームプレート用穴加工）工程廃止、ベッドに取り付け（社内穴あけ加工）,,,,,,,,
I,C479-602AA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230213,,,新規部品対応,,,,,,,,
I,C479-602BA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230213,岩下,20230308,06A⇒05Ｃに変更　　窓は耳ありでしか加工できない為,,,,,,,,
H,478-409CA360,1,1,L1-478-409AA36-S,1,1,MA-478-409AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20230215,,,新規部品対応,,,,,,,,
I,6104-502EA30,1,1,L1-5517-502AA30,1,1,MA-5517-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230217,,,新規部品対応,,,,,,,,
I,6104-602FA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230217,,,新規部品対応,,,,,,,,
I,19B-406ZA17,1,1,LA-19B-406ZA17-MC,1,1,LA-19B-406ZA17-D,1,1,L1-19B-406ZA17,1,1,MA-19B-406ZA17,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230217,,,新規部品対応,,,,,,,,
I,3164-608AA28,1,1,L1-3164-608AA28,1,2,MA-603-608AA28-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230222,,,新規部品対応,,,,,,,,
I,479-602BB30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230222,,,新規部品対応,,,,,,,,
I,479-602BD30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230222,,,新規部品対応,,,,,,,,
I,C479-602BD30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230222,,,新規部品対応,,,,,,,,
I,3164-502AB28,1,1,PL-3164-502AB28,1,1,L1-3164-502AA28,1,1,MA-3164-502AA28,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230222,岩下,20240216,メッキ工程追加,,,,,,,,
I,3164-601EA28,1,1,PL-3164-601EA28,16,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230222,岩下,20240822,メッキ工程追加,,,,,,,,
I,479-602BD33,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,479-602BD34,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,479-602BD36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,479-602BD38,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,479-602BD40,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,C479-602BD33,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,C479-602BD34,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,C479-602BD36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
I,C479-602BD38,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20230227,,,新規部品対応,,,,,,,,
