,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,,,,,,,,
I,1044-430AA,1,1,MA-1044-430AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160219,山田,20180920,PA工程を内作化,,,,,,,,
H,740-409HA190,1,1,L1-740-40919-S,1,5,MA-740-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160223,SUGAYA,20180514,5個取りに変更,,,,,,,,
I,6207-406AA34,1,1,LA-6207-406AA34-MC,1,1,LA-161-406QE34-D,1,1,L1-161-406QE34,1,1,MA-161-406QE34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160224,杉本,20160402,MC工程追加,,,,,,,,
I,479-601AB34,1,1,LA-165-601BA34-L2,1,1,L1-165-601BA34,1,1,MA-165-601BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,山田,20180926,L2工程追加,,,,,,,,
I,12Q-411BA36,1,1,LA-12Q-411BA36-MC,1,1,LA-12Q-411BA36-L2,1,1,L1-12Q-411BA36,1,1,MA-12Q-411BA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,161-406QE34,1,1,LA-161-406QE34-MC,1,1,LA-161-406QE34-D,1,1,L1-161-406QE34,1,1,MA-161-406QE34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,121-411BA44,1,1,L1-121-411AA44,1,1,MA-121-411AA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,3504-601AB36,1,1,L1-3504-601AB36,1,1,MA-3504-601AB36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,5142-502AA33,1,1,L1-5135-502AA33,1,1,MA-5135-502AA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,G-6402FC,1,1,PA-G-6402FC,1,1,MA-G-6402FC,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,1731-103AA24,1,1,MA-1731-103AA24,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,1731-102AA,1,1,MA-1731-102AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
I,1731-102BA,1,1,MA-1731-102BA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160225,,,新規部品対応,,,,,,,,
H,355-405300,1,1,L1-335-405AA30-S,1,1,MA-335-405AA30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20160226,,,短い部番対応,,,,,,,,
H,5542-405AA300,1,1,L1-335-405AA30-S,1,1,MA-335-405AA30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20160226,,,短い部番対応,,,,,,,,
H,355-409300,1,1,L1-355-40930-S,1,1,MA-355-40930-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20160226,,,短い部番対応,,,,,,,,
I,5142-501BA44,1,1,LA-5142-501BA44-DF,1,1,L1-1151-501CA44,1,1,MA-1151-501CA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181119,外注放出、DF工程追加　空欄訂正,,,,,,,,
I,5121-501BA44,1,1,LA-1151-501DA44-DF,1,1,L1-1151-501DA44,0,0,MA-1151-501DA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,出石,20190701,DF工程追加,,,,,,,,
I,5121-601BA44,1,1,LA-1155-601AA44-DF,1,1,L1-1155-601AA44,1,1,MA-1155-601AA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20180115,DF工程追加,,,,,,,,
I,5131-601AB33,1,1,LA-165-601BA33-L2,1,1,L1-165-601AB33,1,1,MA-165-601AB33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181018,L2工程追加,,,,,,,,
I,474-601AA33,1,1,LA-165-601BA33-L2,1,1,L1-165-601AB33,1,1,MA-165-601AB33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20160402,MC工程追加,,,,,,,,
I,5142-601AA33,1,1,LA-165-601GA35-L2,1,1,L1-165-601GA35,1,1,MA-165-601GA35,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181018,L2工程追加,,,,,,,,
I,600-652AA21,1,4,L1-720-65221-DRUM,1,1,MA-720-65221-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,岩下,20230206,Ｌ2加工削除　5⇒4個取りに変更,,,,L1、MA部番にDRUMを追記　　岩下,L1分母1⇒4に変更,,,
I,478-502AB34,1,1,L1-474-502AA34,1,1,MA-474-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田⇒岩下,20231023,必要数手配への変更に伴い加工工程表記 ⇒L2-RF-0014-07⇒L1-474-502AA34に工程変更（登録が違っていた為）,,,,,,,,
I,161-406JB33,1,1,LA-161-406JB33-MC,1,1,LA-161-406JA33-D,1,1,L1-161-406JA33,1,1,MA-161-406JA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181207,L1工程追加/MC工程追加　空欄訂正,,,,,,,,
I,6207-406CA34,1,1,LA-6207-406CA34-MC,1,1,LA-161-406RE34-D,1,1,L1-161-406RE34,1,1,MA-161-406RE34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20160402,MC工程追加,,,,,,,,
I,1051-501BB33,1,1,L1-1051-501BB33,1,1,MA-1051-501BB33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20190524,L2工程削除（外注加工不可、社内加工に切替）,,,,,,,,
I,5142-501AB33,1,1,L1-1051-501CA33,1,1,MA-1051-501CA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181119,MC工程追加　空欄訂正,,,,,,,,
I,3504-502EA36,1,1,L1-3504-502AA36,1,1,MA-3504-502AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20160402,MC工程追加,,,,,,,,
I,E474-502JB30,1,1,L1-485-502AA30,1,1,MA-485-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181119,空欄訂正,,,,,,,,
I,5121-641AA44,1,4,L1-485-641BA44-DRUM,1,1,MA-485-641BA44-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,岩下,20230421,3個取りから4個取りへ変更（番場氏確認）,,,,,,,,
I,5121-502JA44,1,1,L1-5121-502AA44,1,1,MA-5121-502AA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20160402,MC工程追加,,,,,,,,
I,3139-652AA28,1,4,L1-720-65228-DRUM,1,1,MA-560-66632-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20190315,L1工程品番訂正 MA工程訂正MA-3139-652AB28-DRUM→MA-560-66632-DRUM,,,,,,,,
I,3151-652AA32,1,4,L1-720-65232-DRUM,1,1,MA-720-65232-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20180907,L1（黒皮剥き）外作化,,,,,,,,
I,3151-652AA36,1,4,L1-720-65236-DRUM,1,1,MA-720-65236-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20180907,L1（黒皮剥き）外作化,,,,,,,,
I,3153-652AB36,1,4,L1-720-65236-DRUM,1,1,MA-720-65236-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20181119,L1（黒皮剥き）外作化　空欄訂正,,,,,,,,
I,3139-652AA40,1,4,L1-720-65240-DRUM,1,1,MA-720-65240-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,山田,20180907,L1（黒皮剥き）外作化,,,,,,,,
I,161-404BEB,1,1,MA-161-404BEB,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20170906,PA工程を内作化,,,,,,,,
I,G-6501VDA,1,1,MA-G-6501VDA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,杉本,20170906,PA工程を内作化,,,,,,,,
I,582-601EA30,16,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160227,岩下,20230329,フライス（MC-）工程追加,,,,,,,,
I,100-501KA28,1,1,LA-100-501KA28-DF,1,1,L1-100-501KA28,1,1,MA-100-501KA28,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501NA28,1,1,LA-100-501KA28-DF,1,1,L1-100-501KA28,1,1,MA-100-501KA28,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501KA30,1,1,LA-100-501KA30-DF,1,1,L1-100-501KA30,1,1,MA-100-501KA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501MA30,1,1,LA-100-501KA30-DF,1,1,L1-100-501KA30,1,1,MA-100-501KA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501NA30,1,1,LA-100-501KA30-DF,1,1,L1-100-501KA30,1,1,MA-100-501KA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501PA30,1,1,LA-100-501KA30-DF,1,1,L1-100-501KA30,1,1,MA-100-501KA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,3124-501KA30,1,1,LA-100-501KA30-DF,1,1,L1-100-501KA30,1,1,MA-100-501KA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501KA34,1,1,LA-100-501KA34-DF,1,1,L1-100-501KA34,1,1,MA-100-501KA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501NA34,1,1,LA-100-501KA34-DF,1,1,L1-100-501KA34,1,1,MA-100-501KA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501QA34,1,1,LA-100-501KA34-DF,1,1,L1-100-501KA34,1,1,MA-100-501KA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501ZA34,1,1,LA-100-501KA34-DF,1,1,L1-100-501KA34,1,1,MA-100-501KA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501KA36,1,1,LA-100-501KA36-DF,1,1,L1-100-501KA36,1,1,MA-100-501KA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501NA36,1,1,LA-100-501KA36-DF,1,1,L1-100-501KA36,1,1,MA-100-501KA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,3144-501ZAA36,1,1,LA-100-501KA36-DF,1,1,L1-100-501KA36,1,1,MA-100-501KA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501KA38,1,1,LA-100-501KA38-DF,1,1,L1-100-501KA38,1,1,MA-100-501KA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501NA38,1,1,LA-100-501KA38-DF,1,1,L1-100-501KA38,1,1,MA-100-501KA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501ZA38,1,1,LA-100-501KA38-DF,1,1,L1-100-501KA38,1,1,MA-100-501KA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,5535-501AB48,1,1,LA-5535-501AB48-DF,1,1,L1-1155-501AA48,1,1,MA-1155-501AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20180111,外注放出、DF工程追加,,,,,,,,
I,5535-601AB48,1,1,LA-1155-601AA48-DF,1,1,L1-1155-601AA48,1,1,MA-1155-601AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20180115,DF工程追加,,,,,,,,
I,5121-601AA48,1,1,LA-121-601BA48-L2,1,1,L1-121-601BA48,1,1,MA-121-601BA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,山田,20181018,L2工程追加,,,,,,,,
I,5535-601AA48,1,1,LA-121-601BA48-L2,1,1,L1-121-601BA48,1,1,MA-121-601BA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,山田,20181018,L2工程追加,,,,,,,,
I,100-501NA26,1,1,LA-1531-501ZHA26-DF,1,1,L1-1531-501ZHA26,1,1,MA-1531-501ZHA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,3144-501ZAA26,1,1,LA-1531-501ZHA26-DF,1,1,L1-1531-501ZHA26,1,1,MA-1531-501ZHA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501NA32,1,1,LA-1531-501ZHA32-DF,1,1,L1-1531-501ZHA32,1,1,MA-1531-501ZHA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,3144-501ZAA32,1,1,LA-1531-501ZHA32-DF,1,1,L1-1531-501ZHA32,1,1,MA-1531-501ZHA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501NA3234,1,1,LA-1531-501ZHA3234-DF,1,1,L1-1531-501ZHA3234,1,1,MA-1531-501ZHA3234,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20180130,穴あけ工程追加,,,,,,,,
I,100-501NA42,1,1,LA-1531-501ZHA42-DF,1,1,L1-1531-501ZHA42,1,1,MA-1531-501ZHA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,穴あけ工程追加,,,,,,,,
I,1531-501ZLA30,1,1,LA-1531-501ZLA30-DF,1,1,L1-1531-501ZLA30,1,1,MA-1531-501ZLA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,1531-501ZLA32,1,1,LA-1531-501ZLA30-DF,1,1,L1-1531-501ZLA30,1,1,MA-1531-501ZLA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,1531-501ZQA32,1,1,LA-1531-501ZLA30-DF,1,1,L1-1531-501ZLA30,1,1,MA-1531-501ZLA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,3144-501ZLA30,1,1,LA-1531-501ZLA30-DF,1,1,L1-1531-501ZLA30,1,1,MA-1531-501ZLA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,杉本,20170510,穴あけ工程追加,,,,,,,,
I,100-501KA3034,1,1,L1-100-501KA3034,1,1,MA-100-501KA3034,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501NA3038,1,1,L1-100-501KA3034,1,1,MA-100-501KA3034,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501QA32,1,1,L1-100-501KA3234,1,1,MA-100-501KA3234,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501QA26,1,1,L1-100-501QA26,1,1,MA-100-501QA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,100-501QC30,1,1,L1-100-501QA30,1,1,MA-100-501QA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,101-440B30,1,1,L1-101-44030,1,1,MA-101-44030,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,TS-5116EA30-1,1,1,L1-101-44030,1,1,MA-101-44030,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-431BD30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1532-431AC30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1536-431AD30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1536-431BB30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440AB30,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440BA30,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440BA32,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440BA34,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440CA26,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440CA30,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440CA34,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440DA26,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440DA28,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440DA30,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440DA34,1,1,L1-1044-440BA34,1,1,MA-1044-440BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1044-440EA30,1,1,L1-1044-440EA30,1,1,MA-1044-440EA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1051-501BA34,1,1,L1-1051-501BA34,1,1,MA-1051-501BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,5116-501AA36,1,1,L1-1051-501CA36,1,1,MA-1051-501CA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,5142-501AA36,1,1,L1-1051-501CA36,1,1,MA-1051-501CA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,105-401DA48,1,1,L1-105-401DA48,1,1,MA-105-401DA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,105-501ZHA42,1,1,L1-105-501ZHA42,1,1,MA-105-501ZHA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,105-501ZHA44,1,1,L1-105-501ZHA44,1,1,MA-105-501ZHA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,105-501ZHA46,1,1,L1-105-501ZHA46,1,1,MA-105-501ZHA46,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-401AA,1,1,L1-1151-401AA,1,1,MA-1151-401AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-402AA,1,1,L1-1151-402AA,1,1,MA-1151-402AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-406AA,1,1,L1-1151-406AA,1,1,MA-1151-406AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-406BA07,1,1,L1-1151-406BA07,1,1,MA-1151-406BA07,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-406BA5.5,1,1,L1-1151-406BA5.5,1,1,MA-1151-406BA5.5,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-440AA,1,1,L1-1151-440AA,1,1,MA-1151-440AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-501AA,1,1,L1-1151-501AA,1,1,MA-1151-501AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-501BA07,1,1,L1-1151-501BA07,1,1,MA-1151-501BA07,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1151-501BA5.5,1,1,L1-1151-501BA5.5,1,1,MA-1151-501BA5.5,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1155-401AA48,1,1,L1-1155-401AA48,1,1,MA-1155-401AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1155-406AA48,1,1,L1-1155-406AA48,1,1,MA-1155-406AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1155-418AA48,1,1,L1-1155-418AA48,1,1,MA-1155-418AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,120-403AA48,1,1,L1-120-403AA48,1,1,MA-120-403AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,5121-501AA48,1,1,L1-120-501AA48,1,1,MA-120-501AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,121-402BA48,1,1,L1-121-402BA48,1,1,MA-121-402BA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,121-402CA48,1,1,L1-121-402BA48,1,1,MA-121-402BA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,121-411BA48,1,1,L1-121-411BA48,1,1,MA-121-411BA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
