区分コード,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
C,5142-619AA30,1.0,1,PEFIN-5142-619AA30,1.0,1.0,COM-5142-619AA30,1.0,1.0,MA-5142-619AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-620AA30,1.0,1,PEFIN-5142-620AA30,1.0,1.0,COM-5142-620AA30,1.0,1.0,MA-5142-620AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-621AA30,1.0,1,PEFIN-5142-621AA30,1.0,1.0,COM-5142-621AA30,1.0,1.0,MA-5142-621AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-622AA30,1.0,1,PEFIN-5142-622AA30,1.0,1.0,COM-5142-622AA30,1.0,1.0,MA-5142-622AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5301-592AA38,1.0,1,PEFIN-5301-592AA38,1.0,1.0,COM-5301-592AA38,1.0,1.0,MA-5301-592AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5541-511AA38,1.0,1,PEFIN-5541-511AA38,1.0,1.0,COM-5541-511AA38,1.0,1.0,MA-5541-511AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-511AA36,1.0,1,PEFIN-3153-511AA36,1.0,1.0,COM-3153-511AA36,1.0,1.0,MA-3153-511AA36-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-511AA40,1.0,1,PEFIN-3153-511AA40,1.0,1.0,COM-3153-511AA40,1.0,1.0,MA-3153-511AA40-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-518AA34,1.0,1,PEFIN-479-518AA34,1.0,1.0,COM-479-518AA34,1.0,1.0,MA-479-518AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-518HA34,1.0,1,PEFIN-479-518HA34,1.0,1.0,COM-479-518HA34,1.0,1.0,MA-479-518HA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-619AA34,1.0,1,PEFIN-479-619AA34,1.0,1.0,COM-479-619AA34,1.0,1.0,MA-479-619AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-620AA34,1.0,1,PEFIN-479-620AA34,1.0,1.0,COM-479-620AA34,1.0,1.0,MA-479-620AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-623AA34,1.0,1,PEFIN-479-623AA34,1.0,1.0,COM-479-623AA34,1.0,1.0,MA-479-623AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-624AA34,1.0,1,PEFIN-479-624AA34,1.0,1.0,COM-479-624AA34,1.0,1.0,MA-479-624AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-512AA30,1.0,1,PEFIN-5165-512AA30,1.0,1.0,COM-5165-512AA30,1.0,1.0,MA-5165-512AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-516AB30,1.0,1,PEFIN-5165-516AB30,1.0,1.0,COM-5165-516AB30,1.0,1.0,MA-5165-516AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-612AA30,1.0,1,PEFIN-5165-612AA30,1.0,1.0,COM-5165-612AA30,1.0,1.0,MA-5165-612AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-614AA30,1.0,1,PEFIN-5165-614AA30,1.0,1.0,COM-5165-614AA30,1.0,1.0,MA-5165-614AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-615AA30,1.0,1,PEFIN-5165-615AA30,1.0,1.0,COM-5165-615AA30,1.0,1.0,MA-5165-615AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-616AA30,1.0,1,PEFIN-5165-616AA30,1.0,1.0,COM-5165-616AA30,1.0,1.0,MA-5165-616AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-619AA30,1.0,1,PEFIN-5165-619AA30,1.0,1.0,COM-5165-619AA30,1.0,1.0,MA-5165-619AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-620AA30,1.0,1,PEFIN-5165-620AA30,1.0,1.0,COM-5165-620AA30,1.0,1.0,MA-5165-620AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-621AA30,1.0,1,PEFIN-5165-621AA30,1.0,1.0,COM-5165-621AA30,1.0,1.0,MA-5165-621AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-622AA30,1.0,1,PEFIN-5165-622AA30,1.0,1.0,COM-5165-622AA30,1.0,1.0,MA-5165-622AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3166-691AA21,1.0,1,PEFIN-3166-691AA21,1.0,1.0,COM-3166-691AA21,1.0,1.0,MA-3166-691AA21-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-623DA33,1.0,1,PEFIN-478-623DA33,1.0,1.0,COM-478-623DA33,1.0,1.0,MA-478-623DA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-624DA33,1.0,1,PEFIN-478-624DA33,1.0,1.0,COM-478-624DA33,1.0,1.0,MA-478-624DA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,201-607DC14,1.0,1,PEFIN-201-607DC14,1.0,1.0,COM-201-607DC14,1.0,1.0,MA-201-607DC14-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3166-691AA14,1.0,1,PEFIN-3166-691AA14,1.0,1.0,COM-3166-691AA14,1.0,1.0,MA-3166-691AA14-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3142-531AA38,1.0,1,PEFIN-3142-531AA38,1.0,1.0,COM-3142-531AA38,1.0,1.0,MA-3142-531AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3142-532AA38,1.0,1,PEFIN-3142-532AA38,1.0,1.0,COM-3142-532AA38,1.0,1.0,MA-3142-532AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3142-533AA38,1.0,1,PEFIN-3142-533AA38,1.0,1.0,COM-3142-533AA38,1.0,1.0,MA-3142-533AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,335-515AA33,1.0,1,PEFIN-335-515AA33,1.0,1.0,COM-335-515AA33,1.0,1.0,MA-335-515AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-515AA30,1.0,1,PEFIN-4115-515AA30,1.0,1.0,COM-4115-515AA30,1.0,1.0,MA-4115-515AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-516AA30,1.0,1,PEFIN-4115-516AA30,1.0,1.0,COM-4115-516AA30,1.0,1.0,MA-4115-516AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-612AA30,1.0,1,PEFIN-4115-612AA30,1.0,1.0,COM-4115-612AA30,1.0,1.0,MA-4115-612AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-612BA30,1.0,1,PEFIN-4115-612BA30,1.0,1.0,COM-4115-612BA30,1.0,1.0,MA-4115-612BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-613AA30,1.0,1,PEFIN-4115-613AA30,1.0,1.0,COM-4115-613AA30,1.0,1.0,MA-4115-613AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-614AA30,1.0,1,PEFIN-4115-614AA30,1.0,1.0,COM-4115-614AA30,1.0,1.0,MA-4115-614AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-615AA30,1.0,1,PEFIN-4115-615AA30,1.0,1.0,COM-4115-615AA30,1.0,1.0,MA-4115-615AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-616AA30,1.0,1,PEFIN-4115-616AA30,1.0,1.0,COM-4115-616AA30,1.0,1.0,MA-4115-616AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,6105-613AB38,1.0,1,PEFIN-6105-613AB38,1.0,1.0,COM-6105-613AB38,1.0,1.0,MA-6105-613AB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,6105-626CA38,1.0,1,PEFIN-6105-626CA38,1.0,1.0,COM-6105-626CA38,1.0,1.0,MA-6105-626CA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,B336-524AA38,1.0,1,PEFIN-B336-524AA38,1.0,1.0,COM-B336-524AA38,1.0,1.0,MA-B336-524AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3106-511BB38,1.0,1,PEFIN-3106-511BB38,1.0,1.0,COM-3106-511BB38,1.0,1.0,MA-3106-511BB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3106-512BB38,1.0,1,PEFIN-3106-512BB38,1.0,1.0,COM-3106-512BB38,1.0,1.0,MA-3106-512BB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-514AA30,1.0,1,PEFIN-474-514AA30,1.0,1.0,COM-474-514AA30,1.0,1.0,MA-474-514AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-652AA30,1.0,1,PEFIN-474-652AA30,1.0,1.0,COM-474-652AA30,1.0,1.0,MA-474-652AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-627AA33,1.0,1,PEFIN-478-627AA33,1.0,1.0,COM-478-627AA33,1.0,1.0,MA-478-627AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-628AA33,1.0,1,PEFIN-478-628AA33,1.0,1.0,COM-478-628AA33,1.0,1.0,MA-478-628AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,603-643BA,1.0,1,PEFIN-603-643BA,1.0,1.0,COM-603-643BA,1.0,1.0,MA-603-643BA-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,603-643QA,1.0,1,PEFIN-603-643QA,1.0,1.0,COM-603-643QA,1.0,1.0,MA-603-643QA-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-515AA30,1.0,1,PEFIN-3153-515AA30,1.0,1.0,COM-3153-515AA30,1.0,1.0,MA-3153-515AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-515BA30,1.0,1,PEFIN-3153-515BA30,1.0,1.0,COM-3153-515BA30,1.0,1.0,MA-3153-515BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-541AA30,1.0,1,PEFIN-3153-541AA30,1.0,1.0,COM-3153-541AA30,1.0,1.0,MA-3153-541AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-562AA30,1.0,1,PEFIN-4117-562AA30,1.0,1.0,COM-4117-562AA30,1.0,1.0,MA-4117-562AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-563AA30,1.0,1,PEFIN-4117-563AA30,1.0,1.0,COM-4117-563AA30,1.0,1.0,MA-4117-563AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-563BA30,1.0,1,PEFIN-4117-563BA30,1.0,1.0,COM-4117-563BA30,1.0,1.0,MA-4117-563BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-65126,1.0,1,PEFIN-631-65126,1.0,1.0,COM-631-65126,1.0,1.0,MA-631-65126-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-682AA30,1.0,1,PEFIN-631-682AA30,1.0,1.0,COM-631-682AA30,1.0,1.0,MA-631-682AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-682BA30,1.0,1,PEFIN-631-682BA30,1.0,1.0,COM-631-682BA30,1.0,1.0,MA-631-682BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-685AA26,1.0,1,PEFIN-631-685AA26,1.0,1.0,COM-631-685AA26,1.0,1.0,MA-631-685AA26-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-685BA26,1.0,1,PEFIN-631-685BA26,1.0,1.0,COM-631-685BA26,1.0,1.0,MA-631-685BA26-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-515AA34,1.0,1,PEFIN-3139-515AA34,1.0,1.0,COM-3139-515AA34,1.0,1.0,MA-3139-515AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-515BA34,1.0,1,PEFIN-3139-515BA34,1.0,1.0,COM-3139-515BA34,1.0,1.0,MA-3139-515BA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3164-591AA30,1.0,1,PEFIN-3164-591AA30,1.0,1.0,COM-3164-591AA30,1.0,1.0,MA-3164-591AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,6105-524AA38,1.0,1,PEFIN-6105-524AA38,1.0,1.0,COM-6105-524AA38,1.0,1.0,MA-6105-524AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3106-521BB30,1.0,1,PEFIN-3106-521BB30,1.0,1.0,COM-3106-521BB30,1.0,1.0,MA-3106-521BB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4109-511AB30,1.0,1,PEFIN-4109-511AB30,1.0,1.0,COM-4109-511AB30,1.0,1.0,MA-4109-511AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4109-513AB30,1.0,1,PEFIN-4109-513AB30,1.0,1.0,COM-4109-513AB30,1.0,1.0,MA-4109-513AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4109-515AB30,1.0,1,PEFIN-4109-515AB30,1.0,1.0,COM-4109-515AB30,1.0,1.0,MA-4109-515AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4109-518AA30,1.0,1,PEFIN-4109-518AA30,1.0,1.0,COM-4109-518AA30,1.0,1.0,MA-4109-518AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3922-611LA30,1.0,1,PEFIN-3922-611LA30,1.0,1.0,COM-3922-611LA30,1.0,1.0,MA-3922-611LA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3922-611MA30,1.0,1,PEFIN-3922-611MA30,1.0,1.0,COM-3922-611MA30,1.0,1.0,MA-3922-611MA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3922-619FA30,1.0,1,PEFIN-3922-619FA30,1.0,1.0,COM-3922-619FA30,1.0,1.0,MA-3922-619FA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4109-516AA30,1.0,1,PEFIN-4109-516AA30,1.0,1.0,COM-4109-516AA30,1.0,1.0,MA-4109-516AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3166-691AA17,1.0,1,PEFIN-3166-691AA17,1.0,1.0,COM-3166-691AA17,1.0,1.0,MA-3166-691AA17-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-611AA30,1.0,1,PEFIN-474-611AA30,1.0,1.0,COM-474-611AA30,1.0,1.0,MA-474-611AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-619AA38,1.0,1,PEFIN-474-619AA38,1.0,1.0,COM-474-619AA38,1.0,1.0,MA-474-619AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-620AA38,1.0,1,PEFIN-474-620AA38,1.0,1.0,COM-474-620AA38,1.0,1.0,MA-474-620AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-623DA30,1.0,1,PEFIN-478-623DA30,1.0,1.0,COM-478-623DA30,1.0,1.0,MA-478-623DA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-624DA30,1.0,1,PEFIN-478-624DA30,1.0,1.0,COM-478-624DA30,1.0,1.0,MA-478-624DA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-629DA30,1.0,1,PEFIN-478-629DA30,1.0,1.0,COM-478-629DA30,1.0,1.0,MA-478-629DA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-630DA30,1.0,1,PEFIN-478-630DA30,1.0,1.0,COM-478-630DA30,1.0,1.0,MA-478-630DA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-633AA38,1.0,1,PEFIN-478-633AA38,1.0,1.0,COM-478-633AA38,1.0,1.0,MA-478-633AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-511AA34,1.0,1,PEFIN-5154-511AA34,1.0,1.0,COM-5154-511AA34,1.0,1.0,MA-5154-511AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-512AA34,1.0,1,PEFIN-5154-512AA34,1.0,1.0,COM-5154-512AA34,1.0,1.0,MA-5154-512AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-531AB30,1.0,1,PEFIN-5154-531AB30,1.0,1.0,COM-5154-531AB30,1.0,1.0,MA-5154-531AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-611AA34,1.0,1,PEFIN-5154-611AA34,1.0,1.0,COM-5154-611AA34,1.0,1.0,MA-5154-611AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-612AA34,1.0,1,PEFIN-5154-612AA34,1.0,1.0,COM-5154-612AA34,1.0,1.0,MA-5154-612AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-631AB30,1.0,1,PEFIN-5154-631AB30,1.0,1.0,COM-5154-631AB30,1.0,1.0,MA-5154-631AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-632AB30,1.0,1,PEFIN-5154-632AB30,1.0,1.0,COM-5154-632AB30,1.0,1.0,MA-5154-632AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-635AA30,1.0,1,PEFIN-5154-635AA30,1.0,1.0,COM-5154-635AA30,1.0,1.0,MA-5154-635AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-636AA30,1.0,1,PEFIN-5154-636AA30,1.0,1.0,COM-5154-636AA30,1.0,1.0,MA-5154-636AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-541SA34,1.0,1,PEFIN-5165-541SA34,1.0,1.0,COM-5165-541SA34,1.0,1.0,MA-5165-541SA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-51730,1.0,1,PEFIN-631-51730,1.0,1.0,COM-631-51730,1.0,1.0,MA-631-51730-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,631-51930,1.0,1,PEFIN-631-51930,1.0,1.0,COM-631-51930,1.0,1.0,MA-631-51930-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-515AA30,1.0,1,PEFIN-3139-515AA30,1.0,1.0,COM-3139-515AA30,1.0,1.0,MA-3139-515AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-515BA30,1.0,1,PEFIN-3139-515BA30,1.0,1.0,COM-3139-515BA30,1.0,1.0,MA-3139-515BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-511AA34,1.0,1,PEFIN-3153-511AA34,1.0,1.0,COM-3153-511AA34,1.0,1.0,MA-3153-511AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-512AA34,1.0,1,PEFIN-3153-512AA34,1.0,1.0,COM-3153-512AA34,1.0,1.0,MA-3153-512AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-512BA34,1.0,1,PEFIN-3153-512BA34,1.0,1.0,COM-3153-512BA34,1.0,1.0,MA-3153-512BA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-513AA34,1.0,1,PEFIN-3153-513AA34,1.0,1.0,COM-3153-513AA34,1.0,1.0,MA-3153-513AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-513BA34,1.0,1,PEFIN-3153-513BA34,1.0,1.0,COM-3153-513BA34,1.0,1.0,MA-3153-513BA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-513CA34,1.0,1,PEFIN-3153-513CA34,1.0,1.0,COM-3153-513CA34,1.0,1.0,MA-3153-513CA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-611AA34,1.0,1,PEFIN-3153-611AA34,1.0,1.0,COM-3153-611AA34,1.0,1.0,MA-3153-611AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3922-514AB,1.0,1,PEFIN-3922-514AB,1.0,1.0,COM-3922-514AB,1.0,1.0,MA-3922-514AB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-523AB33,1.0,1,PEFIN-478-523AB33,1.0,1.0,COM-478-523AB33,1.0,1.0,MA-478-523AB33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-511CA30,1.0,1,PEFIN-479-511CA30,1.0,1.0,COM-479-511CA30,1.0,1.0,MA-479-511CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-512AA33,1.0,1,PEFIN-479-512AA33,1.0,1.0,COM-479-512AA33,1.0,1.0,MA-479-512AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-513CB30,1.0,1,PEFIN-479-513CB30,1.0,1.0,COM-479-513CB30,1.0,1.0,MA-479-513CB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-515AA33,1.0,1,PEFIN-479-515AA33,1.0,1.0,COM-479-515AA33,1.0,1.0,MA-479-515AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-518AA33,1.0,1,PEFIN-479-518AA33,1.0,1.0,COM-479-518AA33,1.0,1.0,MA-479-518AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-518CB30,1.0,1,PEFIN-479-518CB30,1.0,1.0,COM-479-518CB30,1.0,1.0,MA-479-518CB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-611CA30,1.0,1,PEFIN-479-611CA30,1.0,1.0,COM-479-611CA30,1.0,1.0,MA-479-611CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-612CA30,1.0,1,PEFIN-479-612CA30,1.0,1.0,COM-479-612CA30,1.0,1.0,MA-479-612CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-615AA33,1.0,1,PEFIN-479-615AA33,1.0,1.0,COM-479-615AA33,1.0,1.0,MA-479-615AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-616AA33,1.0,1,PEFIN-479-616AA33,1.0,1.0,COM-479-616AA33,1.0,1.0,MA-479-616AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-619CA30,1.0,1,PEFIN-479-619CA30,1.0,1.0,COM-479-619CA30,1.0,1.0,MA-479-619CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-620CA30,1.0,1,PEFIN-479-620CA30,1.0,1.0,COM-479-620CA30,1.0,1.0,MA-479-620CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-627AA33,1.0,1,PEFIN-479-627AA33,1.0,1.0,COM-479-627AA33,1.0,1.0,MA-479-627AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-628AA33,1.0,1,PEFIN-479-628AA33,1.0,1.0,COM-479-628AA33,1.0,1.0,MA-479-628AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-631AA34,1.0,1,PEFIN-479-631AA34,1.0,1.0,COM-479-631AA34,1.0,1.0,MA-479-631AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-632AA34,1.0,1,PEFIN-479-632AA34,1.0,1.0,COM-479-632AA34,1.0,1.0,MA-479-632AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-652CA30,1.0,1,PEFIN-479-652CA30,1.0,1.0,COM-479-652CA30,1.0,1.0,MA-479-652CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-525AA38,1.0,1,PEFIN-5142-525AA38,1.0,1.0,COM-5142-525AA38,1.0,1.0,MA-5142-525AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-619AA30,1.0,1,PEFIN-5154-619AA30,1.0,1.0,COM-5154-619AA30,1.0,1.0,MA-5154-619AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-620AA30,1.0,1,PEFIN-5154-620AA30,1.0,1.0,COM-5154-620AA30,1.0,1.0,MA-5154-620AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5163-511AA33,1.0,1,PEFIN-5163-511AA33,1.0,1.0,COM-5163-511AA33,1.0,1.0,MA-5163-511AA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5529-566AA38,1.0,1,PEFIN-5529-566AA38,1.0,1.0,COM-5529-566AA38,1.0,1.0,MA-5529-566AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5529-570AA38,1.0,1,PEFIN-5529-570AA38,1.0,1.0,COM-5529-570AA38,1.0,1.0,MA-5529-570AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01912CB,1.0,1,PEFIN-KS64-01912CB,1.0,1.0,COM-KS64-01912CB,1.0,1.0,MA-KS64-01912CB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS91-02301CA26,1.0,1,PEFIN-KS91-02301CA26,1.0,1.0,COM-KS91-02301CA26,1.0,1.0,MA-KS91-02301CA26-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3242-534AA30,1.0,1,PEFIN-3242-534AA30,1.0,1.0,COM-3242-534AA30,1.0,1.0,MA-3242-534AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3242-541AA30,1.0,1,PEFIN-3242-541AA30,1.0,1.0,COM-3242-541AA30,1.0,1.0,MA-3242-541AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3242-542AA30,1.0,1,PEFIN-3242-542AA30,1.0,1.0,COM-3242-542AA30,1.0,1.0,MA-3242-542AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3650-512AB26,1.0,1,PEFIN-3650-512AB26,1.0,1.0,COM-3650-512AB26,1.0,1.0,MA-3650-512AB26-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-627DA33,1.0,1,PEFIN-474-627DA33,1.0,1.0,COM-474-627DA33,1.0,1.0,MA-474-627DA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-628DA33,1.0,1,PEFIN-474-628DA33,1.0,1.0,COM-474-628DA33,1.0,1.0,MA-474-628DA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-631SA33,1.0,1,PEFIN-474-631SA33,1.0,1.0,COM-474-631SA33,1.0,1.0,MA-474-631SA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-632SA33,1.0,1,PEFIN-474-632SA33,1.0,1.0,COM-474-632SA33,1.0,1.0,MA-474-632SA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-525AA30,1.0,1,PEFIN-5165-525AA30,1.0,1.0,COM-5165-525AA30,1.0,1.0,MA-5165-525AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5211-511CA34,1.0,1,PEFIN-5211-511CA34,1.0,1.0,COM-5211-511CA34,1.0,1.0,MA-5211-511CA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5301-591AA38,1.0,1,PEFIN-5301-591AA38,1.0,1.0,COM-5301-591AA38,1.0,1.0,MA-5301-591AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
