FINAL_ITEM_CODE,PRODUCT_TYP
57-409E300,7
6104-409CA380,7
816-405EA340,7
810-409B340,7
5177-405AA330,7
970-410CA190,7
478-409KA420,7
478-409AA400,7
87-405MA300,7
65-409MA300,7
5306-405AB380,7
335-405AA380,7
3326-405AA340,7
3239-410EA340,7
5181-405AA220,7
279-409DA330,7
279-409A300,7
272-405AA300,7
3239-410EA300,7
5211-409AA360,7
279-409A380,7
975-410AA300,7
975-405AA300,7
970-410CA300,7
970-410CA260,7
970-409260,7
970-405FA300,7
970-405CB260,7
960-409BA300,7
960-409AA340,7
960-409AA300,7
960-409AA160,7
87-405JA420,7
87-405GA360,7
87-405GA340,7
87-405GA300,7
87-405EA360,7
87-405EA340,7
87-405EA320,7
87-405EA300,7
830-409CA260,7
335-405BA340,7
817-410AA300,7
816-405LA300,7
816-405FA340,7
816-405FA300,7
816-405EA300,7
816-405DA340,7
81-409B260,7
81-405GA260,7
81-405EA280,7
81-405EA260,7
81-405EA200,7
81-405EA170,7
81-405EA160,7
810-410DA300,7
810-410CA340,7
810-410CA300,7
810-410CA160,7
810-409B300,7
810-405CA300,7
78-405EA380,7
78-405EA330,7
78-405A380,7
78-405A360,7
78-405A340,7
78-405A330,7
78-405A300,7
78-405330,7
740-410KA420,7
740-410KA360,7
740-410KA340,7
740-410KA320,7
740-410KA300,7
740-410KA260,7
740-410HA300,7
740-410FA340,7
740-410FA300,7
740-410FA260,7
740-410EA360,7
740-410EA340,7
740-410EA320,7
740-410EA300,7
740-410EA280,7
740-410EA260,7
740-410EA200,7
740-410EA170,7
740-410EA160,7
740-409HA360,7
740-409HA340,7
740-409HA320,7
740-409HA300,7
740-409HA280,7
740-409HA260,7
740-409HA200,7
740-409HA170,7
740-409HA160,7
740-409FA420,7
740-409FA360,7
740-409FA340,7
740-409FA300,7
740-409FA260,7
740-409DA300,7
740-409CA340,7
6211-409AA380,7
C272-409AA300,7
87-405LA300,7
87-405GA320,7
3154-405AA150,7
78-405GA420,7
6104-409CA360,7
6104-409AA380,7
78-405A400,7
78-405380,7
59-409DA220,7
59-409DA210,7
57-409D300,7
57-405B300,7
57-405B220,7
57-405B210,7
5540-405AA380,7
78-405300,7
742-410BA300,7
740-410GA300,7
740-409FA320,7
740-409CA300,7
5208-409AB340,7
5208-405AC340,7
5540-405AA360,7
6207-409AA340,7
59-409DA140,7
59-409DA170,7
5163-405BA330,7
5163-405AA330,7
57-405B160,7
57-405B170,7
970-410CA180,7
5215-405AA340,7
478-409EA380,7
478-409EA330,7
478-409AA380,7
478-409AA360,7
478-409AA340,7
478-409AA330,7
478-409AA300,7
970-409300,7
5181-409AA220,7
5211-409AA340,7
5211-405AB340,7
335-405BA330,7
335-409AA380,7
335-409AA340,7
335-409AA330,7
335-409AA300,7
3326-405AA300,7
329-409AA440,7
328-405AA440,7
3239-410EA260,7
78-409E330,7
3145-410AA340,7
65-405MA300,7
279-409A330,7
274-405BA380,7
274-405BA360,7
274-405BA300,7
274-405AB380,7
274-405AB340,7
274-405AB300,7
5163-405BA360,7
335-409EA360,7
960-409BA340,7
5167-409AA330,7
87-405QA380,7
816-405MA300,7
6207-405AA340,7
740-409DA340,7
87-405FA340,7
335-409AA360,7
59-409B100,7
5163-405AA360,7
57-405B180,7
57-405B150,7
59-409DA150,7
3145-410BA340,7
59-409DA180,7
5217-409AA340,7
830-409CA200,7
740-410FA200,7
81-405EA140,7
208-409CA180,7
259-405A260,7
274-405AB180,7
87-405MA340,7
87-405FA300,7
81-405EA190,7
78-405EA300,7
740-410EA190,7
740-409HA190,7
73-409E300,7
6104-409DA480,7
274-405BA340,7
478-409EA300,7
57-405B200,7
6104-409CA340,7
59-409DA260,7
59-409DA200,7
59-405A100,7
5540-405BA380,7
5542-405AA300,7
335-409GA300,7
335-405AA330,7
478-409MA330,7
478-409NA340,7
740-410EA140,7
3154-410AA150,7
5211-405AB360,7
740-410EA400,7
87-405QA400,7
87-405EA400,7
740-409HA400,7
78-405GA440,7
265-409330,7
355-405BA330,7
5121-405AA420,7
5121-405BA440,7
5121-405BA480,7
5121-409AA420,7
5121-409EA440,7
5121-409EA480,7
5540-405BA300,7
57-405B360,7
6204-405AB340,7
6211-409BA300,7
87-405QA300,7
960-405BA260,7
810-410CA140,7
816-405FA140,7
960-405DA260,7
81-405HA260,7
960-409AA260,7
960-410AA260,7
960-409AA140,7
57-405B380,7
57-409D380,7
201-405BA210,7
73-409E380,7
251-409BA210,7
478-409FA340,7
478-409EA340,7
78-405EA340,7
78-405FA340,7
3145-410AA300,7
970-410CA340,7
740-409HA380,7
740-410EA380,7
87-405EA380,7
87-405QA340,7
220-409330,7
478-409FA330,7
5201-405BA330,7
6104-409AA340,7
78-405FA330,7
810-409B260,7
810-410CA260,7
816-405EA260,7
478-409JA440,7
279-409BA380,7
78-405GA480,7
59-405A120,7
59-409B120,7
78-405A320,7
87-405LA340,7
87-405SA300,7
478-409AA320,7
78-405EA360,7
3154-405AA220,7
3154-409AB220,7
3154-410AA220,7
970-405CB180,7
3239-410CA300,7
970-405CB190,7
335-409EA330,7
5312-405AA330,7
57-409D360,7
87-405QA320,7
87-405QA360,7
478-409NA300,7
3504-409AA260,7
57-409E380,7
740-409HA220,7
740-410EA220,7
81-405EA220,7
5215-405BA340,7
5542-405AA340,7
87-409B300,7
3145-410CA300,7
3154-405AA180,7
3154-409AB180,7
3154-410AA180,7
87-405MA320,7
816-405DA260,7
740-410EA420,7
740-409HA420,7
87-405TA420,7
740-410KA380,7
740-409FA380,7
81-405KA260,7
87-405FA380,7
335-405BA360,7
5540-405BA340,7
5545-405AA300,7
3557-409AA340,7
65-405330,7
335-405AA340,7
87-405WA380,7
8101-405330,7
8101-405GA360,7
8101-410KA360,7
8101-409FA360,7
478-409QA300,7
201-409BA150,7
355-405330,7
478-409BA330,7
201-405AA150,7
335-409FA300,7
57-405B140,7
57-405B130,7
59-409DA130,7
59-409B110,7
59-409DA160,7
59-409DA190,7
59-405A110,7
57-405B190,7
81-409B220,7
274-405CA480,7
3164-409DA300,7
3164-410AA300,7
208-409CA170,7
208-409CA200,7
274-405AB170,7
274-405AB200,7
5181-409AA190,7
5181-405AA190,7
57-405B400,7
76-409E330,7
3154-410AA170,7
5121-409CA400,7
740-409FA280,7
81-405GA280,7
740-410KA280,7
740-410FA360,7
3662-409AB340,7
3145-410BA380,7
740-410FA320,7
5211-405AB300,7
5211-409AA300,7
57-409E360,7
81-405EA180,7
740-410EA180,7
740-409HA180,7
6211-409CA300,7
6201-409AB340,7
6207-405ZA340,7
220-409340,7
6201-405BA340,7
251-409BA260,7
251-405AA260,7
3154-405AA160,7
3154-410AA160,7
3154-409AB160,7
970-409180,7
970-409190,7
5546-405AA380,7
73-409D300,7
41-405H300,7
740-410NA300,7
740-410GA340,7
3154-409AB240,7
3154-410AA230,7
3154-410AA240,7
3154-409AB230,7
3154-405AA240,7
3154-405AA230,7
73-409LA300,7
3154-409AB150,7
3154-405AA120,7
3154-405AA200,7
3154-405AA210,7
3154-410AA200,7
3154-409AB200,7
3154-409AB210,7
3154-409AB120,7
3154-410AA120,7
3154-410AA210,7
201-405BA140,7
478-409JA480,7
87-405RA340,7
251-409BA140,7
478-409RA300,7
5160-405AA330,7
5160-409AA330,7
355-405300,7
81-405076,7
740-409HA076,7
279-409BA330,7
201-405AA200,7
201-409BB200,7
87-405RA320,7
3504-409AA300,7
5540-405AA340,7
810-410CA240,7
960-409AA240,7
816-405FA240,7
335-409EA300,7
740-410A300,7
259-405BA260,7
59-409JA260,7
3154-409AB190,7
3154-410AA190,7
3154-405AA190,7
740-409DA410,7
740-410HA410,7
87-405SA410,7
5156-409AA055,7
5156-405AA055,7
5546-405AA190,7
6104-409AA300,7
6104-409CA300,7
6211-409AA340,7
4105-409AA300,7
65-409MA330,7
65-405MA330,7
201-409DA130,7
201-405AA140,7
201-405AA130,7
201-409DA140,7
3154-405AA170,7
3154-409AB170,7
5182-405AA130,7
5182-409AA130,7
975-405CA300,7
201-409BB180,7
201-405AA180,7
73-409KA360,7
81-405EA210,7
740-410EA210,7
740-409HA210,7
87-405LA380,7
5610-409AA340,7
3557-409AA300,7
816-405DA300,7
5181-405AA200,7
5181-409AA200,7
5181-409AA170,7
5181-405AA170,7
6211-409DA300,7
5181-409AA210,7
5181-409AA180,7
5181-405AA210,7
5181-405AA180,7
810-410DA160,7
960-409BA160,7
279-409ZA330,7
6104-409AA360,7
274-405AB360,7
73-409D340,7
41-405H340,7
478-409CA360,7
81-405KA280,7
5546-405AB380,7
201-405BA240,7
251-409CA240,7
478-409EA320,7
78-405EA320,7
5306-405AB340,7
201-405BA200,7
251-409BA200,7
274-405CA420,7
6104-409BA420,7
5163-405AA340,7
740-410MA300,7
41-405C220,7
740-409HA150,7
740-410EA150,7
81-405EA150,7
57-409D220,7
274-405AB240,7
208-409CA240,7
5546-405BA300,7
87-405RA380,7
5542-405BA300,7
3164-410AA380,7
3164-409DA380,7
201-409BB190,7
201-405AA190,7
5181-405AA160,7
5181-409AA160,7
5183-405AA330,7
478-409EA360,7
78-405FA300,7
478-409FA300,7
478-409BA300,7
478-409JA460,7
78-405GA460,7
5121-409DA400,7
87-405GA400,7
740-410KA400,7
740-409FA400,7
87-405XA300,7
65-405300,7
335-409EA340,7
59-409DA240,7
57-405B240,7
