HMCD,SEQ,KTSEQ,KTCD
KF20-05016AA,1,5010,CAFIN
KF20-05018AA,1,5010,CAFIN
KS51-00302AA30,1,5010,CAFIN
KS51-00303AA30,1,5010,CAFIN
KS60-00101AA,1,5010,CAFIN
KS60-00101BA,1,5010,CAFIN
KS61-00106AA,1,5010,CAFIN
KS61-00106BA,1,5010,CAFIN
KS64-00404AB,1,5010,CAFIN
KS64-00405BC,1,5010,CAFIN
KS64-00405JA,1,5010,CAFIN
KS64-00407BB,1,5010,CAFIN
KS64-00415EA,1,5010,CAFIN
KS64-00423AA,1,5010,CAFIN
KS64-00423EA,1,5010,CAFIN
KS64-00425BB,1,5010,CAFIN
KS64-00425CA,1,5010,CAFIN
KS64-00425EA,1,5010,CAFIN
KS64-00504DB,1,5010,CAFIN
KS64-00504GB,1,5010,CAFIN
KS64-00505DB,1,5010,CAFIN
KS64-00505GB,1,5010,CAFIN
KS64-01301BB,1,5010,CAFIN
KS64-01301CA,1,5010,CAFIN
KS64-01301CB,1,5010,CAFIN
KS64-01302BB,1,5010,CAFIN
KS64-01302CA,1,5010,CAFIN
KS64-01302CB,1,5010,CAFIN
KS64-01303BB,1,5010,CAFIN
KS64-01303CA,1,5010,CAFIN
KS64-01303CB,1,5010,CAFIN
KS64-01304BB,1,5010,CAFIN
KS64-01304CA,1,5010,CAFIN
KS64-01304CB,1,5010,CAFIN
KS64-01305BB,1,5010,CAFIN
KS64-01305CA,1,5010,CAFIN
KS64-01305CB,1,5010,CAFIN
KS64-01306BB,1,5010,CAFIN
KS64-01306CA,1,5010,CAFIN
KS64-01306CB,1,5010,CAFIN
KS64-01307BB,1,5010,CAFIN
KS64-01307CA,1,5010,CAFIN
KS64-01307CB,1,5010,CAFIN
KS64-01308BB,1,5010,CAFIN
KS64-01308CB,1,5010,CAFIN
KS64-01308DA,1,5010,CAFIN
KS64-01308EA,1,5010,CAFIN
KS64-01309BB,1,5010,CAFIN
KS64-01309CA,1,5010,CAFIN
KS64-01309CB,1,5010,CAFIN
KS64-01310BC,1,5010,CAFIN
KS64-01310CA,1,5010,CAFIN
KS64-01310CC,1,5010,CAFIN
KS64-01311BC,1,5010,CAFIN
KS64-01311CA,1,5010,CAFIN
KS64-01311CC,1,5010,CAFIN
KS64-01312BB,1,5010,CAFIN
KS64-01312CA,1,5010,CAFIN
KS64-01312CB,1,5010,CAFIN
KS64-01313AA,1,5010,CAFIN
KS64-01313AB,1,5010,CAFIN
KS64-01313BA,1,5010,CAFIN
KS64-01313BB,1,5010,CAFIN
KS64-01313CB,1,5010,CAFIN
KS64-01313EA,1,5010,CAFIN
KS64-01313FA,1,5010,CAFIN
KS64-01313GA,1,5010,CAFIN
KS64-01313HA,1,5010,CAFIN
KS64-01313JA,1,5010,CAFIN
KS64-01314AA,1,5010,CAFIN
KS64-01314BC,1,5010,CAFIN
KS64-01314CB,1,5010,CAFIN
KS64-01314DA,1,5010,CAFIN
KS64-01314DB,1,5010,CAFIN
KS64-01314EA,1,5010,CAFIN
KS64-01314FA,1,5010,CAFIN
KS64-01315BB,1,5010,CAFIN
KS64-01315CA,1,5010,CAFIN
KS64-01315CB,1,5010,CAFIN
KS64-01316CA,1,5010,CAFIN
KS64-01318AA,1,5010,CAFIN
KS64-01318BA,1,5010,CAFIN
KS64-01318CA,1,5010,CAFIN
KS64-01318DA,1,5010,CAFIN
KS64-01319AA,1,5010,CAFIN
KS64-01320AA,1,5010,CAFIN
KS64-01321AA,1,5010,CAFIN
KS64-01321BA,1,5010,CAFIN
KS64-01321CA,1,5010,CAFIN
KS64-01627AA,1,5010,CAFIN
KS64-01627AB,1,5010,CAFIN
KS64-01627BA,1,5010,CAFIN
KS64-01627CA,1,5010,CAFIN
KS64-01901AA,1,5010,CAFIN
KS64-01901AB,1,5010,CAFIN
KS64-01901BA,1,5010,CAFIN
KS64-01901BB,1,5010,CAFIN
KS64-01901CB,1,5010,CAFIN
KS64-01901EA,1,5010,CAFIN
KS64-01901FA,1,5010,CAFIN
KS64-01901GA,1,5010,CAFIN
KS64-01901HA,1,5010,CAFIN
KS64-01901JA,1,5010,CAFIN
KS64-01902AA,1,5010,CAFIN
KS64-01902AB,1,5010,CAFIN
KS64-01902BA,1,5010,CAFIN
KS64-01902BB,1,5010,CAFIN
KS64-01902CB,1,5010,CAFIN
KS64-01902EA,1,5010,CAFIN
KS64-01902FA,1,5010,CAFIN
KS64-01902GA,1,5010,CAFIN
KS64-01902HA,1,5010,CAFIN
KS64-01902JA,1,5010,CAFIN
KS64-01903AA,1,5010,CAFIN
KS64-01903AB,1,5010,CAFIN
KS64-01903BA,1,5010,CAFIN
KS64-01903BB,1,5010,CAFIN
KS64-01903CB,1,5010,CAFIN
KS64-01903EA,1,5010,CAFIN
KS64-01903FA,1,5010,CAFIN
KS64-01903GA,1,5010,CAFIN
KS64-01903HA,1,5010,CAFIN
KS64-01903JA,1,5010,CAFIN
KS64-01904AA,1,5010,CAFIN
KS64-01904AB,1,5010,CAFIN
KS64-01904BA,1,5010,CAFIN
KS64-01904BB,1,5010,CAFIN
KS64-01904CB,1,5010,CAFIN
KS64-01904EA,1,5010,CAFIN
KS64-01904FA,1,5010,CAFIN
KS64-01904GA,1,5010,CAFIN
KS64-01904HA,1,5010,CAFIN
KS64-01904JA,1,5010,CAFIN
KS64-01905AA,1,5010,CAFIN
KS64-01905AB,1,5010,CAFIN
KS64-01905BA,1,5010,CAFIN
KS64-01905BB,1,5010,CAFIN
KS64-01905CB,1,5010,CAFIN
KS64-01905EA,1,5010,CAFIN
KS64-01905FA,1,5010,CAFIN
KS64-01905GA,1,5010,CAFIN
KS64-01905HA,1,5010,CAFIN
KS64-01905JA,1,5010,CAFIN
KS64-01906AA,1,5010,CAFIN
KS64-01906AB,1,5010,CAFIN
KS64-01906BA,1,5010,CAFIN
KS64-01906BB,1,5010,CAFIN
KS64-01906CB,1,5010,CAFIN
KS64-01906EA,1,5010,CAFIN
KS64-01906FA,1,5010,CAFIN
KS64-01906GA,1,5010,CAFIN
KS64-01906HA,1,5010,CAFIN
KS64-01906JA,1,5010,CAFIN
KS64-01907AA,1,5010,CAFIN
KS64-01907AB,1,5010,CAFIN
KS64-01907BA,1,5010,CAFIN
KS64-01907BB,1,5010,CAFIN
KS64-01907CA,1,5010,CAFIN
KS64-01907CB,1,5010,CAFIN
KS64-01907EA,1,5010,CAFIN
KS64-01907FA,1,5010,CAFIN
KS64-01907GA,1,5010,CAFIN
KS64-01907HA,1,5010,CAFIN
KS64-01907JA,1,5010,CAFIN
KS64-01908AA,1,5010,CAFIN
KS64-01908BA,1,5010,CAFIN
KS64-01908BB,1,5010,CAFIN
KS64-01908CA,1,5010,CAFIN
KS64-01908CB,1,5010,CAFIN
KS64-01908DA,1,5010,CAFIN
KS64-01908EA,1,5010,CAFIN
KS64-01908FA,1,5010,CAFIN
KS64-01908GA,1,5010,CAFIN
KS64-01908HA,1,5010,CAFIN
KS64-01908JA,1,5010,CAFIN
KS64-01908KA,1,5010,CAFIN
KS64-01908LA,1,5010,CAFIN
KS64-01909AA,1,5010,CAFIN
KS64-01909AB,1,5010,CAFIN
KS64-01909BA,1,5010,CAFIN
KS64-01909BB,1,5010,CAFIN
KS64-01909CB,1,5010,CAFIN
KS64-01909EA,1,5010,CAFIN
KS64-01909FA,1,5010,CAFIN
KS64-01909GA,1,5010,CAFIN
KS64-01909HA,1,5010,CAFIN
KS64-01909JA,1,5010,CAFIN
KS64-01910AA,1,5010,CAFIN
KS64-01910AC,1,5010,CAFIN
KS64-01910BA,1,5010,CAFIN
KS64-01910BB,1,5010,CAFIN
KS64-01910BC,1,5010,CAFIN
KS64-01910CC,1,5010,CAFIN
KS64-01910EA,1,5010,CAFIN
KS64-01910FA,1,5010,CAFIN
KS64-01910GA,1,5010,CAFIN
KS64-01910HA,1,5010,CAFIN
KS64-01910JA,1,5010,CAFIN
KS64-01911AA,1,5010,CAFIN
KS64-01911AC,1,5010,CAFIN
KS64-01911BA,1,5010,CAFIN
KS64-01911BB,1,5010,CAFIN
KS64-01911BC,1,5010,CAFIN
KS64-01911CC,1,5010,CAFIN
KS64-01911EA,1,5010,CAFIN
KS64-01911FA,1,5010,CAFIN
KS64-01911GA,1,5010,CAFIN
KS64-01911HA,1,5010,CAFIN
KS64-01911JA,1,5010,CAFIN
KS64-01912AA,1,5010,CAFIN
KS64-01912AB,1,5010,CAFIN
KS64-01912BA,1,5010,CAFIN
KS64-01912BB,1,5010,CAFIN
KS64-01912CB,1,5010,CAFIN
KS64-01912EA,1,5010,CAFIN
KS64-01912FA,1,5010,CAFIN
KS64-01912GA,1,5010,CAFIN
KS64-01914AA,1,5010,CAFIN
KS64-01914BA,1,5010,CAFIN
KS64-01914BB,1,5010,CAFIN
KS64-01914CA,1,5010,CAFIN
KS64-01914CB,1,5010,CAFIN
KS64-01914DA,1,5010,CAFIN
KS64-01914EA,1,5010,CAFIN
KS64-01914FA,1,5010,CAFIN
KS64-01914GA,1,5010,CAFIN
KS64-01914HA,1,5010,CAFIN
KS64-01914JA,1,5010,CAFIN
KS64-01914KA,1,5010,CAFIN
KS64-01914KB,1,5010,CAFIN
KS64-01914LA,1,5010,CAFIN
KS64-01914MA,1,5010,CAFIN
KS64-01914NA,1,5010,CAFIN
KS64-01915AA,1,5010,CAFIN
KS64-01915AB,1,5010,CAFIN
KS64-01915BA,1,5010,CAFIN
KS64-01915BB,1,5010,CAFIN
KS64-01915CB,1,5010,CAFIN
KS64-01915EA,1,5010,CAFIN
KS64-01915FA,1,5010,CAFIN
KS64-01915GA,1,5010,CAFIN
KS64-01915HA,1,5010,CAFIN
KS64-01915JA,1,5010,CAFIN
KS64-01916AA,1,5010,CAFIN
KS64-01916BA,1,5010,CAFIN
KS64-01918BA,1,5010,CAFIN
KS64-01918CA,1,5010,CAFIN
KS64-01919AA,1,5010,CAFIN
KS64-01919BA,1,5010,CAFIN
KS64-01919CA,1,5010,CAFIN
KS64-01919EA,1,5010,CAFIN
KS64-01919FA,1,5010,CAFIN
KS64-01919GA,1,5010,CAFIN
KS64-01919HA,1,5010,CAFIN
KS64-01919JA,1,5010,CAFIN
KS64-01919KA,1,5010,CAFIN
KS64-01919LA,1,5010,CAFIN
KS64-01919MA,1,5010,CAFIN
KS64-01919NA,1,5010,CAFIN
KS64-01919PA,1,5010,CAFIN
KS64-01919QA,1,5010,CAFIN
KS64-01920AA,1,5010,CAFIN
KS64-01920AB,1,5010,CAFIN
KS64-01920BA,1,5010,CAFIN
KS64-01920CA,1,5010,CAFIN
KS64-01920CB,1,5010,CAFIN
KS64-01920EA,1,5010,CAFIN
KS64-01920FA,1,5010,CAFIN
KS64-01920GA,1,5010,CAFIN
KS64-01920HA,1,5010,CAFIN
KS64-01920JA,1,5010,CAFIN
KS64-01920KA,1,5010,CAFIN
KS64-02401AA,1,5010,CAFIN
KS64-02401AB,1,5010,CAFIN
KS64-02401BA,1,5010,CAFIN
KS64-02401CA,1,5010,CAFIN
KS64-02401DA,1,5010,CAFIN
KS64-02401FA,1,5010,CAFIN
KS64-02402AA,1,5010,CAFIN
KS64-02402AB,1,5010,CAFIN
KS64-02402BA,1,5010,CAFIN
KS64-02402DA,1,5010,CAFIN
KS64-02402EA,1,5010,CAFIN
KS64-02402FA,1,5010,CAFIN
KS64-02403AA,1,5010,CAFIN
KS64-02403AB,1,5010,CAFIN
KS64-02403AC,1,5010,CAFIN
KS64-02403BA,1,5010,CAFIN
KS64-02403DA,1,5010,CAFIN
KS64-02403EA,1,5010,CAFIN
KS64-02403FA,1,5010,CAFIN
KS64-02404AA,1,5010,CAFIN
KS64-02404AB,1,5010,CAFIN
KS64-02404BA,1,5010,CAFIN
KS64-02404BB,1,5010,CAFIN
KS64-02404CA,1,5010,CAFIN
KS64-02404CB,1,5010,CAFIN
KS64-02404DA,1,5010,CAFIN
KS64-02404FA,1,5010,CAFIN
KS64-02405AA,1,5010,CAFIN
KS64-02405AB,1,5010,CAFIN
KS64-02405BA,1,5010,CAFIN
KS64-02405CA,1,5010,CAFIN
KS64-02405DA,1,5010,CAFIN
KS64-02405EA,1,5010,CAFIN
KS64-02501BA,1,5010,CAFIN
KS91-00101BA,1,5010,CAFIN
KS91-00101EA,1,5010,CAFIN
KS91-00102BA,1,5010,CAFIN
KS91-00103BA,1,5010,CAFIN
KS91-00105BA,1,5010,CAFIN
KS91-00202AA,1,5010,CAFIN
KS91-00202AA26,1,5010,CAFIN
KS91-00301AA30,1,5010,CAFIN
KS91-00301BA26,1,5010,CAFIN
KS91-00301CA36,1,5010,CAFIN
KS91-00301CA38,1,5010,CAFIN
KS91-00301DA34,1,5010,CAFIN
KS91-00301GA34,1,5010,CAFIN
KS91-00302BA40,1,5010,CAFIN
KS91-00302BB40,1,5010,CAFIN
KS91-00302BC40,1,5010,CAFIN
KS91-00302BD34,1,5010,CAFIN
KS91-00302FA30,1,5010,CAFIN
KS91-00304FA30,1,5010,CAFIN
KS91-00901AA,1,5010,CAFIN
KS91-01001AA,1,5010,CAFIN
KS91-01101AA,1,5010,CAFIN
KS91-01201AA11,1,5010,CAFIN
KS91-01201AA15,1,5010,CAFIN
KS91-01201AA22,1,5010,CAFIN
KS91-01201AA30,1,5010,CAFIN
KS91-01201AA60,1,5010,CAFIN
KS91-01201BA30,1,5010,CAFIN
KS91-01201CA30,1,5010,CAFIN
KS91-01201DB30,1,5010,CAFIN
KS91-01502AA,1,5010,CAFIN
KS91-01502BA,1,5010,CAFIN
KS91-01502CA,1,5010,CAFIN
KS91-01701AA,1,5010,CAFIN
KS91-02001AA,1,5010,CAFIN
KS91-02101AA,1,5010,CAFIN
KS91-02101BA,1,5010,CAFIN
KS91-02101CA,1,5010,CAFIN
KS91-02101DA,1,5010,CAFIN
KS91-02101EA,1,5010,CAFIN
KS91-02101FA,1,5010,CAFIN
KS91-02101GA,1,5010,CAFIN
KS91-02101LA,1,5010,CAFIN
KS91-02202AA,1,5010,CAFIN
KS91-02202BA,1,5010,CAFIN
KS91-02301AA26,1,5010,CAFIN
KS91-02301AA34,1,5010,CAFIN
KS91-02301AA36,1,5010,CAFIN
KS91-02301BA26,1,5010,CAFIN
KS91-02301BA38,1,5010,CAFIN
KS91-02301CA26,1,5010,CAFIN
KS91-02301CA32,1,5010,CAFIN
KS91-02301CA34,1,5010,CAFIN
KS91-02301DA30,1,5010,CAFIN
KS91-02301DA34,1,5010,CAFIN
KS91-02301DA36,1,5010,CAFIN
KS91-02301HA26,1,5010,CAFIN
KS91-02301HA30,1,5010,CAFIN
KS91-02301PA,1,5010,CAFIN
KS91-02302AA,1,5010,CAFIN
KS91-02302BA,1,5010,CAFIN
KS91-02302CA,1,5010,CAFIN
KS91-02302EA,1,5010,CAFIN
KS91-02302FA,1,5010,CAFIN
KS91-02501AA,1,5010,CAFIN
KS91-02503AA,1,5010,CAFIN
KS91-02601AA26,1,5010,CAFIN
KS91-02601AA30,1,5010,CAFIN
KS91-02601AA32,1,5010,CAFIN
KS91-02601BA26,1,5010,CAFIN
KS91-02701AA30,1,5010,CAFIN
KS91-03701AA30,1,5010,CAFIN
KS91-03701BA30,1,5010,CAFIN
KS91-03701BA34,1,5010,CAFIN
KS91-04001CA7.6,1,5010,CAFIN
KS91-04001DA,1,5010,CAFIN
KS91-04301AA,1,5010,CAFIN
KS91-05101AA26,1,5010,CAFIN
KS91-05101BA,1,5010,CAFIN
KS91-05401AA26,1,5010,CAFIN
KS91-05401AA30,1,5010,CAFIN
SPL-1016B,1,5010,CAFIN
SPL-1020G,1,5010,CAFIN
SPL-1121B,1,5010,CAFIN
SPL-1121C,1,5010,CAFIN
SPL-1121D,1,5010,CAFIN
SPL-1121E,1,5010,CAFIN
SPL-1121LA,1,5010,CAFIN
SPL-1123A,1,5010,CAFIN
SPL-1123B,1,5010,CAFIN
SPL-1124A,1,5010,CAFIN
SPL-1124B,1,5010,CAFIN
SPL-1125A,1,5010,CAFIN
SPL-1125C,1,5010,CAFIN
SPL-1133A,1,5010,CAFIN
SPL-1189A26,1,5010,CAFIN
SPL-1189A30,1,5010,CAFIN
SPL-1189A34,1,5010,CAFIN
SPL-1189AL26,1,5010,CAFIN
SPL-1189AL30,1,5010,CAFIN
SPL-1189AL34,1,5010,CAFIN
SPL-1189B30,1,5010,CAFIN
SPL-1190A30,1,5010,CAFIN
SPL-1211C,1,5010,CAFIN
SPL-1211D,1,5010,CAFIN
SPL-1211E,1,5010,CAFIN
SPL-1211F,1,5010,CAFIN
SPL-1284,1,5010,CAFIN
SPL-1302CA,1,5010,CAFIN
SPL-1316DA,1,5010,CAFIN
SPL-1322AA,1,5010,CAFIN
SPL-1371BA30,1,5010,CAFIN
SPL-1375MA,1,5010,CAFIN
SPL-1375NA,1,5010,CAFIN
SPL-1375QA,1,5010,CAFIN
SPL-1375RA,1,5010,CAFIN
SPL-1390AA18,1,5010,CAFIN
SPL-1479G,1,5010,CAFIN
SPL-1479J,1,5010,CAFIN
SPL-1479K,1,5010,CAFIN
SPL-1521AA30,1,5010,CAFIN
SPL-1524CA,1,5010,CAFIN
SPL-1524DA,1,5010,CAFIN
SPL-1531AA,1,5010,CAFIN
SPL-1531BA,1,5010,CAFIN
SPL-1606AA30,1,5010,CAFIN
SPL-1631CA33,1,5010,CAFIN
SPL-1681RA30,1,5010,CAFIN
SPL-1681UA30,1,5010,CAFIN
SPL-1681VA30,1,5010,CAFIN
SPL-1681XA30,1,5010,CAFIN
SPL-1843DA33,1,5010,CAFIN
SPL-1911AA33,1,5010,CAFIN
SPL-1911AA38,1,5010,CAFIN
SPL-2082HA01,1,5010,CAFIN
SPL-2123AA30,1,5010,CAFIN
SPL-2123BA30,1,5010,CAFIN
SPL-2161AA16,1,5010,CAFIN
SPL-2161AA18,1,5010,CAFIN
SPL-2161BA16,1,5010,CAFIN
SPL-2161CA15,1,5010,CAFIN
SPL-2161CA16,1,5010,CAFIN
SPL-2161CA17,1,5010,CAFIN
SPL-2161DA15,1,5010,CAFIN
SPL-2161DA16,1,5010,CAFIN
SPL-2161DA17,1,5010,CAFIN
SPL-2174AA,1,5010,CAFIN
SPL-2177AA,1,5010,CAFIN
SPL-2177BA,1,5010,CAFIN
SPL-2180AA,1,5010,CAFIN
SPL-2180BA,1,5010,CAFIN
SPL-2180CA,1,5010,CAFIN
SPL-2180DA,1,5010,CAFIN
SPL-2180HA,1,5010,CAFIN
SPL-2180JA,1,5010,CAFIN
SPL-2180LA,1,5010,CAFIN
SPL-2180MA,1,5010,CAFIN
SPL-2180NA,1,5010,CAFIN
SPL-2180PA,1,5010,CAFIN
SPL-2182BA30,1,5010,CAFIN
SPL-2182CA30,1,5010,CAFIN
SPL-2182DA30,1,5010,CAFIN
SPL-2182EA30,1,5010,CAFIN
SPL-2182FA30,1,5010,CAFIN
SPL-2182GA30,1,5010,CAFIN
SPL-2182HA30,1,5010,CAFIN
SPL-2182JA30,1,5010,CAFIN
SPL-2186AA,1,5010,CAFIN
SPL-2203AA,1,5010,CAFIN
SPL-2208BA,1,5010,CAFIN
SPL-2209AA33,1,5010,CAFIN
SPL-2209BA33,1,5010,CAFIN
SPL-2216AA30,1,5010,CAFIN
SPL-2216BA30,1,5010,CAFIN
SPL-2219AA33,1,5010,CAFIN
SPL-2219BA33,1,5010,CAFIN
SPL-2219CA33,1,5010,CAFIN
SPL-2280AA,1,5010,CAFIN
SPL-2280BA,1,5010,CAFIN
SPL-2344AA30,1,5010,CAFIN
SPL-2344AA34,1,5010,CAFIN
SPL-2344BA30,1,5010,CAFIN
SPL-2344BA34,1,5010,CAFIN
SPL-2542AA42,1,5010,CAFIN
SPL-2542BA42,1,5010,CAFIN
SPL-2542CA42,1,5010,CAFIN
SPL-2542DA42,1,5010,CAFIN
SPL-2542EA42,1,5010,CAFIN
SPL-2891AA30,1,5010,CAFIN
SPL-2891BA30,1,5010,CAFIN
SPL-2891CA30,1,5010,CAFIN
SPL-2917AA30,1,5010,CAFIN
SPL-2931AA36,1,5010,CAFIN
SPL-2931AA38,1,5010,CAFIN
SPL-2931BA38,1,5010,CAFIN
SPL-2932AA34,1,5010,CAFIN
SPL-2935AA34,1,5010,CAFIN
SPL-2942AA36,1,5010,CAFIN
SPL-2942BA36,1,5010,CAFIN
SPL-2942CA36,1,5010,CAFIN
SPL-2950CA22,1,5010,CAFIN
SPL-2972AA32,1,5010,CAFIN
SPL-3005AA22,1,5010,CAFIN
SPL-3005BA22,1,5010,CAFIN
SPL-948A26,1,5010,CAFIN
SPL-948A30,1,5010,CAFIN
SR5-DB1,1,5010,CAFIN
TS-1295C,1,5010,CAFIN
TS-1592A,1,5010,CAFIN
TS-3564HB,1,5010,CAFIN
TS-3922AH,1,5010,CAFIN
TS-3922AJ,1,5010,CAFIN
TS-3922AK,1,5010,CAFIN
TS-3922EB,1,5010,CAFIN
TS-3922FB,1,5010,CAFIN
TS-3922GK,1,5010,CAFIN
TS-3922HB,1,5010,CAFIN
TS-3922KB,1,5010,CAFIN
TS-3922MC,1,5010,CAFIN
TS-3922MD,1,5010,CAFIN
TS-3922NC,1,5010,CAFIN
TS-3922ND,1,5010,CAFIN
TS-3922PA,1,5010,CAFIN
TS-3922QA,1,5010,CAFIN
TS-3922RA,1,5010,CAFIN
TS-3994AA2,1,5010,CAFIN
TS-4007JA2,1,5010,CAFIN
TS-4042BC,1,5010,CAFIN
TS-4042HA,1,5010,CAFIN
TS-4056GA,1,5010,CAFIN
TS-4056HA,1,5010,CAFIN
TS-4056JA,1,5010,CAFIN
TS-4056KA,1,5010,CAFIN
TS-4056LA,1,5010,CAFIN
TS-4056MA,1,5010,CAFIN
TS-4056NA,1,5010,CAFIN
TS-4056PA,1,5010,CAFIN
TS-4102AA,1,5010,CAFIN
TS-4120AA,1,5010,CAFIN
TS-4127AA33,1,5010,CAFIN
TS-4136AA30,1,5010,CAFIN
TS-4136BA30,1,5010,CAFIN
TS-4138JA,1,5010,CAFIN
TS-4145AA30,1,5010,CAFIN
TS-4145AB,1,5010,CAFIN
TS-4145BA30,1,5010,CAFIN
TS-4145CA,1,5010,CAFIN
TS-4145DA,1,5010,CAFIN
TS-4145EA,1,5010,CAFIN
TS-4147AA,1,5010,CAFIN
TS-4148AA,1,5010,CAFIN
TS-4148BA,1,5010,CAFIN
TS-4148CA,1,5010,CAFIN
TS-4151AA,1,5010,CAFIN
TS-4155AA,1,5010,CAFIN
TS-4155BA,1,5010,CAFIN
TS-4158AA,1,5010,CAFIN
TS-4160AA,1,5010,CAFIN
TS-4160BA,1,5010,CAFIN
TS-4169AA,1,5010,CAFIN
TS-4169BA,1,5010,CAFIN
TS-4184AA,1,5010,CAFIN
TS-4192AA,1,5010,CAFIN
TS-4193AA,1,5010,CAFIN
TS-4193BA,1,5010,CAFIN
TS-4193CA,1,5010,CAFIN
TS-4219AA,1,5010,CAFIN
TS-4219BA,1,5010,CAFIN
TS-4219CA,1,5010,CAFIN
TS-4220AA,1,5010,CAFIN
TS-4220BA,1,5010,CAFIN
TS-4226CA,1,5010,CAFIN
TS-4226DA,1,5010,CAFIN
TS-4233FA,1,5010,CAFIN
TS-4233GA,1,5010,CAFIN
TS-4236AA,1,5010,CAFIN
TS-4236AA2,1,5010,CAFIN
TS-4236BA,1,5010,CAFIN
TS-4236BA2,1,5010,CAFIN
TS-4244AA,1,5010,CAFIN
TS-4256BA,1,5010,CAFIN
TS-4256CA,1,5010,CAFIN
TS-4256DA,1,5010,CAFIN
TS-4256DB,1,5010,CAFIN
TS-4256EA,1,5010,CAFIN
TS-4256FA,1,5010,CAFIN
TS-4256GA,1,5010,CAFIN
TS-4256JA,1,5010,CAFIN
TS-4256LA,1,5010,CAFIN
TS-4256MA,1,5010,CAFIN
TS-4256NA,1,5010,CAFIN
TS-4256PA,1,5010,CAFIN
TS-4256QA,1,5010,CAFIN
TS-4256RA,1,5010,CAFIN
TS-4256TA,1,5010,CAFIN
TS-4256UA,1,5010,CAFIN
TS-4256VA,1,5010,CAFIN
TS-4278AA,1,5010,CAFIN
TS-4278BA,1,5010,CAFIN
TS-4278CA,1,5010,CAFIN
TS-4278DA,1,5010,CAFIN
TS-4279AA,1,5010,CAFIN
TS-4279BA,1,5010,CAFIN
TS-4290CA,1,5010,CAFIN
TS-4290ZA,1,5010,CAFIN
TS-4297AA33,1,5010,CAFIN
TS-4299AA,1,5010,CAFIN
TS-4308CA,1,5010,CAFIN
TS-4308CB,1,5010,CAFIN
TS-4309AA,1,5010,CAFIN
TS-4311AA,1,5010,CAFIN
TS-4327GA,1,5010,CAFIN
TS-4327HA,1,5010,CAFIN
TS-4327JA,1,5010,CAFIN
TS-4327JB,1,5010,CAFIN
TS-4327KA,1,5010,CAFIN
TS-4327LA,1,5010,CAFIN
TS-4327MA,1,5010,CAFIN
TS-4327NA,1,5010,CAFIN
TS-4327PA,1,5010,CAFIN
TS-4327RA,1,5010,CAFIN
TS-4328BA,1,5010,CAFIN
TS-4328CA,1,5010,CAFIN
TS-4328DA,1,5010,CAFIN
TS-4328KA,1,5010,CAFIN
TS-4333AA,1,5010,CAFIN
TS-4333BA,1,5010,CAFIN
TS-4333CA,1,5010,CAFIN
TS-4333DA,1,5010,CAFIN
TS-4333EA,1,5010,CAFIN
TS-4333FA,1,5010,CAFIN
TS-4333GA,1,5010,CAFIN
TS-4333PA,1,5010,CAFIN
TS-4333QA,1,5010,CAFIN
TS-4333RA,1,5010,CAFIN
TS-4333SA,1,5010,CAFIN
TS-4333TA,1,5010,CAFIN
TS-4333VA,1,5010,CAFIN
TS-4333WA,1,5010,CAFIN
TS-4334AA,1,5010,CAFIN
TS-4335AA18,1,5010,CAFIN
TS-4335BA18,1,5010,CAFIN
TS-4335CA18,1,5010,CAFIN
TS-4336AA,1,5010,CAFIN
TS-4339AA,1,5010,CAFIN
TS-4339BA,1,5010,CAFIN
TS-4339CA,1,5010,CAFIN
TS-4339DA,1,5010,CAFIN
TS-4339FA,1,5010,CAFIN
TS-4339FA2,1,5010,CAFIN
TS-4339FB,1,5010,CAFIN
TS-4339FB2,1,5010,CAFIN
TS-4339GA,1,5010,CAFIN
TS-4340AA,1,5010,CAFIN
TS-4340BA,1,5010,CAFIN
TS-4344AA,1,5010,CAFIN
TS-4349BA33,1,5010,CAFIN
TS-4349CA33,1,5010,CAFIN
TS-4349DA33,1,5010,CAFIN
TS-4350AA,1,5010,CAFIN
TS-4353AA,1,5010,CAFIN
TS-4360AA,1,5010,CAFIN
TS-4360BA,1,5010,CAFIN
TS-4364DA,1,5010,CAFIN
TS-4364EA,1,5010,CAFIN
TS-4371AA,1,5010,CAFIN
TS-4371BA,1,5010,CAFIN
TS-4371CA,1,5010,CAFIN
TS-4381AA33,1,5010,CAFIN
TS-4381BA33,1,5010,CAFIN
TS-4395AA,1,5010,CAFIN
TS-4395BA,1,5010,CAFIN
TS-4396AA,1,5010,CAFIN
TS-4405AA,1,5010,CAFIN
TS-4405BA,1,5010,CAFIN
TS-4405CA,1,5010,CAFIN
TS-4405DA,1,5010,CAFIN
TS-4405EA,1,5010,CAFIN
TS-4405FA,1,5010,CAFIN
TS-4405VA,1,5010,CAFIN
TS-4405WA,1,5010,CAFIN
TS-4405XA,1,5010,CAFIN
TS-4405YA,1,5010,CAFIN
TS-4406AA,1,5010,CAFIN
TS-4406BA,1,5010,CAFIN
TS-4406GA,1,5010,CAFIN
TS-4406HA,1,5010,CAFIN
TS-4406JA,1,5010,CAFIN
TS-4406KA,1,5010,CAFIN
TS-4415DA,1,5010,CAFIN
TS-4415EA,1,5010,CAFIN
TS-4415FA,1,5010,CAFIN
TS-4415GA,1,5010,CAFIN
TS-4415QA,1,5010,CAFIN
TS-4415RA,1,5010,CAFIN
TS-4415TA,1,5010,CAFIN
